pk_curve_id,Time_hr,compound_id,compound_name,Dose_mg_kg,Conc_ng_ml,pka acidic,pka basic,vd(l/kg),cl(l/hour/kg),fu,Trend_ID,PUBCHEM_CID,CAS #,CT_train_test,dataset,Conc_ng_ml_1mgkg,Conc_mgl
alprazolam 1mg (iv line-1),1.0766355,52,alprazolam,0.014285714,17.1808511,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.017180851
alprazolam 1mg (iv line-1),1.5476636,52,alprazolam,0.014285714,16.5957447,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.016595745
alprazolam 1mg (iv line-1),1.9514019,52,alprazolam,0.014285714,15.9574468,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.015957447
alprazolam 1mg (iv line-1),2.5570093,52,alprazolam,0.014285714,15.3191489,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.015319149
alprazolam 1mg (iv line-1),3.0953271,52,alprazolam,0.014285714,15.7978723,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.015797872
alprazolam 1mg (iv line-1),3.9700935,52,alprazolam,0.014285714,14.7340426,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.014734043
alprazolam 1mg (iv line-1),5.7486835,52,alprazolam,0.014285714,12.8294995,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.0128295
alprazolam 1mg (iv line-1),7.8514872,52,alprazolam,0.014285714,10.2364144,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.010236414
alprazolam 1mg (iv line-1),11.8888704,52,alprazolam,0.014285714,7.8427974,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.007842797
alprazolam 1mg (iv line-1),23.9551402,52,alprazolam,0.014285714,4.2021277,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.004202128
alprazolam 1mg (iv line-1),36,52,alprazolam,0.014285714,2.1276596,,5.01,0.8,0.0444,0.29,52,2118,28981-97-7,test,Geci+Simcyp+Trend,1,0.00212766
amoxicillin 500mg (iv line-1),0.1745636,72,amoxicillin,7.142857143,31084.9057,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,31.0849057
amoxicillin 500mg (iv line-1),0.3541147,72,amoxicillin,7.142857143,22594.3396,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,22.5943396
amoxicillin 500mg (iv line-1),0.5224439,72,amoxicillin,7.142857143,18773.5849,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,18.7735849
amoxicillin 500mg (iv line-1),0.7693267,72,amoxicillin,7.142857143,14245.283,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,14.245283
amoxicillin 500mg (iv line-1),1.0162095,72,amoxicillin,7.142857143,11273.5849,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,11.2735849
amoxicillin 500mg (iv line-1),1.532419,72,amoxicillin,7.142857143,7877.3585,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,7.8773585
amoxicillin 500mg (iv line-1),2.0149626,72,amoxicillin,7.142857143,5047.1698,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,5.0471698
amoxicillin 500mg (iv line-1),3.0137157,72,amoxicillin,7.142857143,2783.0189,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,2.7830189
amoxicillin 500mg (iv line-1),4.0124688,72,amoxicillin,7.142857143,1367.9245,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,1.3679245
amoxicillin 500mg (iv line-1),5.0112219,72,amoxicillin,7.142857143,1226.4151,3.23,7.22,0.25,0.198,0.85,72,33613,26787-78-0,test,Geci+Trend,1,1.2264151
ampicillin 2g (iv group 1- clcr >60 ml/min),0.1115119,76,ampicillin,28.57142857,69314.852,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,69.314852
ampicillin 2g (iv group 1- clcr >60 ml/min),0.2455601,76,ampicillin,28.57142857,183795.7226,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,183.7957226
ampicillin 2g (iv group 1- clcr >60 ml/min),0.4779896,76,ampicillin,28.57142857,89692.9483,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,89.6929483
ampicillin 2g (iv group 1- clcr >60 ml/min),0.7949651,76,ampicillin,28.57142857,64878.2908,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,64.8782908
ampicillin 2g (iv group 1- clcr >60 ml/min),1.262591,76,ampicillin,28.57142857,36976.0146,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,36.9760146
ampicillin 2g (iv group 1- clcr >60 ml/min),1.8021594,76,ampicillin,28.57142857,26127.8455,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,26.1278455
ampicillin 2g (iv group 1- clcr >60 ml/min),2.3417277,76,ampicillin,28.57142857,15648.3878,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,15.6483878
ampicillin 2g (iv group 1- clcr >60 ml/min),4.320145,76,ampicillin,28.57142857,5167.6477,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,5.1676477
ampicillin 2g (iv group 1- clcr >60 ml/min),6.2985622,76,ampicillin,28.57142857,2415.0871,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,2.4150871
ampicillin 2g (iv group 2-clcr 30-60 ml/min),0.1115119,76,ampicillin,28.57142857,76544.9952,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,76.5449952
ampicillin 2g (iv group 2-clcr 30-60 ml/min),0.291368,76,ampicillin,28.57142857,150788.4927,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,150.7884927
ampicillin 2g (iv group 2-clcr 30-60 ml/min),0.7949651,76,ampicillin,28.57142857,80438.1364,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,80.4381364
ampicillin 2g (iv group 2-clcr 30-60 ml/min),1.262591,76,ampicillin,28.57142857,51470.0986,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,51.4700986
ampicillin 2g (iv group 2-clcr 30-60 ml/min),1.799517,76,ampicillin,28.57142857,35892.2265,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,35.8922265
ampicillin 2g (iv group 2-clcr 30-60 ml/min),2.3307843,76,ampicillin,28.57142857,26856.1467,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,26.8561467
ampicillin 2g (iv group 2-clcr 30-60 ml/min),4.2841738,76,ampicillin,28.57142857,10349.658,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,10.349658
ampicillin 2g (iv group 2-clcr 30-60 ml/min),6.3345335,76,ampicillin,28.57142857,5430.4785,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,5.4304785
ampicillin 2g (iv group 3- clcr 7-30 ml/min),0.1834543,76,ampicillin,28.57142857,24863.2788,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,24.8632788
ampicillin 2g (iv group 3- clcr 7-30 ml/min),0.291368,76,ampicillin,28.57142857,125709.7608,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,125.7097608
ampicillin 2g (iv group 3- clcr 7-30 ml/min),0.5377572,76,ampicillin,28.57142857,98295.605,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,98.295605
ampicillin 2g (iv group 3- clcr 7-30 ml/min),0.7589939,76,ampicillin,28.57142857,83142.9635,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,83.1429635
ampicillin 2g (iv group 3- clcr 7-30 ml/min),1.2985622,76,ampicillin,28.57142857,70470.6212,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,70.4706212
ampicillin 2g (iv group 3- clcr 7-30 ml/min),1.8021594,76,ampicillin,28.57142857,57786.6076,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,57.7866076
ampicillin 2g (iv group 3- clcr 7-30 ml/min),2.2697853,76,ampicillin,28.57142857,51470.0986,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,51.4700986
ampicillin 2g (iv group 3- clcr 7-30 ml/min),4.320145,76,ampicillin,28.57142857,29334.3048,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,29.3343048
ampicillin 2g (iv group 3- clcr 7-30 ml/min),6.2985622,76,ampicillin,28.57142857,17568.7879,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,17.5687879
ampicillin 2g (iv group 3- clcr 7-30 ml/min),8.2769795,76,ampicillin,28.57142857,11057.3995,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,11.0573995
ampicillin 2g (iv group 3- clcr 7-30 ml/min),12.0539579,76,ampicillin,28.57142857,3966.2949,3.24,7.23,0.22,0.168,0.85,76,6249,69-53-4,test,Geci+Trend,1,3.9662949
antipyrine 15mg/kg (i.v. 11.3 hrs),3.0029226,84,antipyrine,15,22167.933,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,22.167933
antipyrine 15mg/kg (i.v. 11.3 hrs),5.9188127,84,antipyrine,15,18208.8367,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,18.2088367
antipyrine 15mg/kg (i.v. 11.3 hrs),11.922116,84,antipyrine,15,12612.1318,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,12.6121318
antipyrine 15mg/kg (i.v. 11.3 hrs),14.8380061,84,antipyrine,15,10359.6576,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,10.3596576
antipyrine 15mg/kg (iv 13.0hrs),3.1034483,84,antipyrine,15,22565.845,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,22.565845
antipyrine 15mg/kg (iv 13.0hrs),12.1264368,84,antipyrine,15,13971.0067,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,13.9710067
antipyrine 15mg/kg (iv 13.0hrs),15.0768026,84,antipyrine,15,12266.5717,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,12.2665717
antipyrine 15mg/kg (iv 15.8 hrs),5.9326923,84,antipyrine,15,24085.5462,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,24.0855462
antipyrine 15mg/kg (iv 15.8 hrs),8.9326923,84,antipyrine,15,21682.8118,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,21.6828118
antipyrine 15mg/kg (iv 15.8 hrs),11.9903846,84,antipyrine,15,17343.1747,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,17.3431747
antipyrine 15mg/kg (iv 15.8 hrs),14.9903846,84,antipyrine,15,16672.9789,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,16.6729789
antipyrine 15mg/kg (iv 9.5 hrs),2.9625,84,antipyrine,15,20037.4384,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,20.0374384
antipyrine 15mg/kg (iv 9.5 hrs),5.9958333,84,antipyrine,15,15686.527,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,15.686527
antipyrine 15mg/kg (iv 9.5 hrs),9,84,antipyrine,15,12952.0049,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,12.9520049
antipyrine 15mg/kg (iv 9.5 hrs),14.962963,84,antipyrine,15,8478.2399,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,8.4782399
antipyrine 15mg/kg (iv i.v s.o.),2.9708738,84,antipyrine,15,29111.91,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,29.11191
antipyrine 15mg/kg (iv i.v s.o.),9.0291262,84,antipyrine,15,21371.8688,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,21.3718688
antipyrine 15mg/kg (iv i.v s.o.),11.5339806,84,antipyrine,15,17754.3836,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,17.7543836
antipyrine 15mg/kg (iv i.v s.o.),23.3592233,84,antipyrine,15,7948.9964,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,7.9489964
antipyrine 15mg/kg (iv iv a.o.),2.7451338,84,antipyrine,15,32000.4511,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,32.0004511
antipyrine 15mg/kg (iv iv a.o.),6.4736518,84,antipyrine,15,26555.1281,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,26.5551281
antipyrine 15mg/kg (iv iv a.o.),12.4936547,84,antipyrine,15,22497.875,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,22.497875
antipyrine 15mg/kg (iv iv a.o.),24.1452733,84,antipyrine,15,14558.7236,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,14.5587236
antipyrine 15mg/kg (iv iv i.h.),3.0291262,84,antipyrine,15,21254.6912,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,21.2546912
antipyrine 15mg/kg (iv iv i.h.),6.1747573,84,antipyrine,15,18798.4266,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,18.7984266
antipyrine 15mg/kg (iv iv i.h.),11.3009709,84,antipyrine,15,15397.6626,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,15.3976626
antipyrine 15mg/kg (iv iv i.h.),14.4466019,84,antipyrine,15,13828.918,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,13.828918
antipyrine 15mg/kg (iv iv i.h.),24.0582524,84,antipyrine,15,7836.4885,,0.49,0.77,0.0384,0.93,84,2206,60-80-0,test,Geci+Trend,1,7.8364885
atenolol 50mg (iv 50 iv),0.3123644,104,atenolol,0.714285714,2240.7056,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,2.2407056
atenolol 50mg (iv 50 iv),0.3644252,104,atenolol,0.714285714,1217.28,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,1.21728
atenolol 50mg (iv 50 iv),0.5206074,104,atenolol,0.714285714,925.41,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.92541
atenolol 50mg (iv 50 iv),1.0412148,104,atenolol,0.714285714,610.71,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.61071
atenolol 50mg (iv 50 iv),3.1236443,104,atenolol,0.714285714,365.66,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.36566
atenolol 50mg (iv 50 iv),4.1127983,104,atenolol,0.714285714,314.63,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.31463
atenolol 50mg (iv 50 iv),5.9349241,104,atenolol,0.714285714,226.83,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.22683
atenolol 50mg (iv 50 iv),8.0173536,104,atenolol,0.714285714,175.52,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.17552
atenolol 50mg (iv 50 iv),9.9956616,104,atenolol,0.714285714,132.26,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.13226
atenolol 50mg (iv 50 iv),12.0780911,104,atenolol,0.714285714,101.44,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.10144
atenolol 50mg (iv 50 iv),16.0347072,104,atenolol,0.714285714,59.673,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.059673
atenolol 50mg (iv 50 iv),23.9479393,104,atenolol,0.714285714,26.452,,9.67,0.95,0.15,0.94,104,2249,29122-68-7,test,Geci+Trend,1,0.026452
azimilide 1mg/kg (iv 1 mg/kg iv),0,119,azimilide,1,193.93,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.19393
azimilide 1mg/kg (iv 1 mg/kg iv),0.3296703,119,azimilide,1,174.155,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.174155
azimilide 1mg/kg (iv 1 mg/kg iv),0.6593407,119,azimilide,1,87.811,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.087811
azimilide 1mg/kg (iv 1 mg/kg iv),0.989011,119,azimilide,1,117.46,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.11746
azimilide 1mg/kg (iv 1 mg/kg iv),1.3186813,119,azimilide,1,81.061,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.081061
azimilide 1mg/kg (iv 1 mg/kg iv),2.3076883,119,azimilide,1,100.07,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.10007
azimilide 1mg/kg (iv 1 mg/kg iv),3.3956004,119,azimilide,1,72.667,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.072667
azimilide 1mg/kg (iv 1 mg/kg iv),4.4835125,119,azimilide,1,79.392,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.079392
azimilide 1mg/kg (iv 1 mg/kg iv),5.2747253,119,azimilide,1,76.632,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.076632
azimilide 1mg/kg (iv 1 mg/kg iv),7.9120879,119,azimilide,1,72.929,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.072929
azimilide 1mg/kg (iv 1 mg/kg iv),10.8791209,119,azimilide,1,66.053,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.066053
azimilide 1mg/kg (iv 1 mg/kg iv),15.4945055,119,azimilide,1,61.325,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.061325
azimilide 1mg/kg (iv 1 mg/kg iv),23.7362637,119,azimilide,1,49.075,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.049075
azimilide 1mg/kg (iv 1 mg/kg iv),35.2747253,119,azimilide,1,45.001,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.045001
azimilide 1mg/kg (iv 1 mg/kg iv),46.8131868,119,azimilide,1,37.144,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.037144
azimilide 1mg/kg (iv 1 mg/kg iv),71.8681319,119,azimilide,1,27.768,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.027768
azimilide 1mg/kg (iv 1 mg/kg iv),95.6043956,119,azimilide,1,19.634,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.019634
azimilide 1mg/kg (iv 1 mg/kg iv),120,119,azimilide,1,15.81,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.01581
azimilide 1mg/kg (iv 1 mg/kg iv),143.7362637,119,azimilide,1,10.838,11.95,8.3,13,0.144,0.06,119,9571004,149908-53-2,test,Geci+Trend,1,0.010838
benzydamine 5mg (intravenous intravenous infusion),0.1165388,136,benzydamine,0.071428571,61.9145043,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.061914504
benzydamine 5mg (intravenous intravenous infusion),0.258972,136,benzydamine,0.071428571,57.8957654,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.057895765
benzydamine 5mg (intravenous intravenous infusion),0.4014052,136,benzydamine,0.071428571,53.9842535,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.053984254
benzydamine 5mg (intravenous intravenous infusion),1.1135714,136,benzydamine,0.071428571,45.6410577,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.045641058
benzydamine 5mg (intravenous intravenous infusion),2.007014,136,benzydamine,0.071428571,39.8599913,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.039859991
benzydamine 5mg (intravenous intravenous infusion),3.1148281,136,benzydamine,0.071428571,34.1213888,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.034121389
benzydamine 5mg (intravenous intravenous infusion),4.064383,136,benzydamine,0.071428571,30.6033733,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.030603373
benzydamine 5mg (intravenous intravenous infusion),6.1217519,136,benzydamine,0.071428571,26.607851,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.026607851
benzydamine 5mg (intravenous intravenous infusion),8.1791209,136,benzydamine,0.071428571,22.4258132,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.022425813
benzydamine 5mg (intravenous intravenous infusion),11.955762,136,benzydamine,0.071428571,12.8965011,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.012896501
benzydamine 5mg (intravenous intravenous infusion),16.1100647,136,benzydamine,0.071428571,9.0901929,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.009090193
benzydamine 5mg (intravenous intravenous infusion),24.0625869,136,benzydamine,0.071428571,5.9744056,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.005974406
benzydamine 5mg (intravenous intravenous infusion),36.0026512,136,benzydamine,0.071428571,2.0003155,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.002000316
benzydamine 5mg (intravenous intravenous infusion),47.915249,136,benzydamine,0.071428571,1.1874937,,9.26,1.53,0.1368,0.8,136,12555,642-72-8,test,Geci+Trend,1,0.001187494
brotizolam 0.25mg (i.v i.v),0.4819277,169,brotizolam,0.003571429,0.86028,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00086028
brotizolam 0.25mg (i.v i.v),0.7710843,169,brotizolam,0.003571429,0.54254,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00054254
brotizolam 0.25mg (i.v i.v),0.9638554,169,brotizolam,0.003571429,1,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.001
brotizolam 0.25mg (i.v i.v),1.060241,169,brotizolam,0.003571429,0.71814,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00071814
brotizolam 0.25mg (i.v i.v),1.253012,169,brotizolam,0.003571429,0.471415,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.000471415
brotizolam 0.25mg (i.v i.v),1.7349398,169,brotizolam,0.003571429,0.45723,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00045723
brotizolam 0.25mg (i.v i.v),2.313253,169,brotizolam,0.003571429,0.43051,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00043051
brotizolam 0.25mg (i.v i.v),3.0843373,169,brotizolam,0.003571429,0.44367,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00044367
brotizolam 0.25mg (i.v i.v),4.2409639,169,brotizolam,0.003571429,0.40536,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00040536
brotizolam 0.25mg (i.v i.v),6.2650602,169,brotizolam,0.003571429,0.2741,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.0002741
brotizolam 0.25mg (i.v i.v),9.060241,169,brotizolam,0.003571429,0.20906,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00020906
brotizolam 0.25mg (i.v i.v),12.1445783,169,brotizolam,0.003571429,0.15013,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,0.00015013
brotizolam 0.25mg (i.v i.v),23.9036145,169,brotizolam,0.003571429,0.043704,,3.82,0.75,0.12,0.092,169,2451,57801-81-7,test,Geci+Trend,1,4.37E-05
bufuralol 20mg (intravenous bufuralol),0.242008229,172,bufuralol 20mg (intravenous bufuralol),0.285714286,18.64629956,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.0186463
bufuralol 20mg (intravenous bufuralol),0.501285805,172,,0.285714286,31.46831413,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.031468314
bufuralol 20mg (intravenous bufuralol),1.022274094,172,,0.285714286,63.7410498,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.06374105
bufuralol 20mg (intravenous bufuralol),1.478873239,172,,0.285714286,106.6525388,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.106652539
bufuralol 20mg (intravenous bufuralol),2.002769426,172,,0.285714286,143.7539797,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.14375398
bufuralol 20mg (intravenous bufuralol),2.497527299,172,,0.285714286,114.7755187,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.114775519
bufuralol 20mg (intravenous bufuralol),2.992047792,172,,0.285714286,94.73691269,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.094736913
bufuralol 20mg (intravenous bufuralol),4.079423168,172,,0.285714286,67.27450797,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.067274508
bufuralol 20mg (intravenous bufuralol),5.990267447,172,,0.285714286,38.44355558,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.038443556
bufuralol 20mg (intravenous bufuralol),7.966569077,172,,0.285714286,22.89853631,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.022898536
bufuralol 20mg (intravenous bufuralol),9.976815952,172,,0.285714286,11.74328291,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.011743283
bufuralol 20mg (intravenous bufuralol),11.92053727,172,,0.285714286,6.710312719,13.06,9.24,1.7,0.534,0.19,172,71733,54340-62-4,test,Simcyp+Trend,1,0.006710313
