compound_id,rel_log2,abs_log2,fe_cmax_rel,fe_cmax_abs,fe_auc_rel,fe_auc_abs,delta_tmax,time_within_2fold,cmax_within_2fold,auc_within_2fold,time_within_3fold,cmax_within_3fold,auc_within_3fold,time_within_5fold,cmax_within_5fold,auc_within_5fold,time_within_10fold,cmax_within_10fold,auc_within_10fold
52,-3.1162318997640077,3.1162318997640077,-2.1704756377666663,2.1704756377666663,-3.109405524949511,3.109405524949511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.5,1.0,1.0
172,0.07878834990092143,0.8373948254640995,-0.38930660870173034,0.38930660870173034,-0.3170600999938335,0.3170600999938335,-0.5238961870000001,0.5,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,-0.9751589777058515,0.999779106883823,-2.5295974825226746,2.5295974825226746,-0.9513946803116696,0.9513946803116696,0.0,0.4117647058823529,0.0,1.0,0.8823529411764706,0.0,1.0,0.9411764705882353,0.0,1.0,1.0,1.0,1.0
184,0.24706134365877588,0.26064629244150506,0.4692502933737931,0.4692502933737931,0.18617005306723794,0.18617005306723794,-0.18925379999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,-0.3709732290599343,1.16766301983809,1.2540502300765115,1.2540502300765115,0.3022266627950899,0.3022266627950899,0.0,0.36363636363636365,0.0,1.0,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
308,0.2154762030068209,0.9370345408898506,-2.430260451898563,2.430260451898563,1.0117905949057184,1.0117905949057184,0.0,0.5384615384615384,0.0,0.0,0.8461538461538461,0.0,1.0,0.8461538461538461,0.0,1.0,1.0,1.0,1.0
323,-0.08674328660663454,0.4707061815503523,-0.5430617554513583,0.5430617554513583,0.01693202460861542,0.01693202460861542,-1.2857143,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
332,-1.1026839262304757,1.1026839262304757,-0.8643994380302122,0.8643994380302122,-1.1886978341709291,1.1886978341709291,0.0,0.47058823529411764,1.0,0.0,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
366,0.9841129234979755,1.0404543214815065,3.071361504077493,3.071361504077493,0.548716496847652,0.548716496847652,0.2774994,0.5,0.0,1.0,0.8333333333333334,0.0,1.0,0.9166666666666666,0.0,1.0,1.0,1.0,1.0
394,0.5672684914696741,1.0797670577770706,1.4026364611886906,1.4026364611886906,0.827312318172199,0.827312318172199,0.0,0.375,0.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
413,-4.293157962577846,5.1658938630173505,-0.5894511357013938,0.5894511357013938,-0.004554481445257541,0.004554481445257541,0.0,0.3333333333333333,1.0,1.0,0.43333333333333335,1.0,1.0,0.6,1.0,1.0,0.6833333333333333,1.0,1.0
471,-0.8689558082361858,1.114751148063246,0.916481536403821,0.916481536403821,-0.2897417050905214,0.2897417050905214,0.0,0.625,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.875,1.0,1.0
488,0.004499218430165837,1.881385984806088,1.8640605577091371,1.8640605577091371,0.9508244432580741,0.9508244432580741,0.0,0.2222222222222222,0.0,1.0,0.3888888888888889,0.0,1.0,0.7222222222222222,1.0,1.0,0.8333333333333334,1.0,1.0
637,0.044766483510125896,0.3770356612155317,-0.29736528170917575,0.29736528170917575,-0.03117250506856191,0.03117250506856191,0.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
674,0.6747159872953465,0.6747159872953465,0.8383928891360499,0.8383928891360499,0.6286852107566361,0.6286852107566361,-0.6611569999999999,0.8571428571428571,1.0,1.0,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0
703,-0.3135775572561561,1.9550622393276689,1.7394709319854693,1.7394709319854693,0.9557846796296102,0.9557846796296102,-0.05542730000000001,0.23529411764705882,0.0,1.0,0.5882352941176471,0.0,1.0,0.7647058823529411,1.0,1.0,0.8823529411764706,1.0,1.0
739,-0.8435717468319718,0.8435717468319718,-0.8275623285148783,0.8275623285148783,-0.8371025313393559,0.8371025313393559,-0.1002012,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
781,3.678961731812258e-06,1.314412660389014,-1.5213577334912705,1.5213577334912705,-0.6017679548425107,0.6017679548425107,0.0,0.3125,0.0,1.0,0.75,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0
787,-3.664584137220126,3.664584137220126,-0.9569649026789612,0.9569649026789612,-1.247063451498323,1.247063451498323,0.0,0.45454545454545453,1.0,0.0,0.5454545454545454,1.0,1.0,0.5454545454545454,1.0,1.0,0.6363636363636364,1.0,1.0
800,0.7043444967276818,0.7173344613688686,1.725118528329043,1.725118528329043,0.53987572062565,0.53987572062565,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
811,-1.6023326208674857,1.6710225770726577,-2.03334433327749,2.03334433327749,-1.6880821678278353,1.6880821678278353,0.0,0.23076923076923078,0.0,0.0,0.38461538461538464,0.0,0.0,0.7692307692307693,1.0,1.0,1.0,1.0,1.0
832,0.35900544437943943,1.642274440094859,-1.849952200077315,1.849952200077315,-0.37031226101696607,0.37031226101696607,-0.09469699999999999,0.6666666666666666,0.0,1.0,0.7333333333333333,0.0,1.0,0.9333333333333333,1.0,1.0,0.9333333333333333,1.0,1.0
875,-2.1980840864882083,2.90093551944532,1.7338871019888242,1.7338871019888242,0.1091433991981723,0.1091433991981723,0.0,0.26666666666666666,0.0,1.0,0.4,0.0,1.0,0.6,1.0,1.0,0.6666666666666666,1.0,1.0
907,-0.2663340685807542,0.5012960731286695,-0.6821100130964622,0.6821100130964622,-0.44960670115056317,0.44960670115056317,0.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
938,0.3155908493773224,1.151713885367726,2.305919225427594,2.305919225427594,0.1115159597352029,0.1115159597352029,0.0,0.5789473684210527,0.0,1.0,0.6842105263157895,0.0,1.0,0.8421052631578947,1.0,1.0,0.9473684210526315,1.0,1.0
963,-4.263052321561976,4.612773700939506,0.903325079109294,0.903325079109294,-0.9810510237889174,0.9810510237889174,0.0,0.375,1.0,1.0,0.375,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0
967,1.1705420762589158,1.1705420762589158,0.8773108782597253,0.8773108782597253,1.2302173314151488,1.2302173314151488,0.0,0.09090909090909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
973,0.3272032036063345,0.3785502338849615,-0.3113428006825751,0.3113428006825751,0.48030798451371043,0.48030798451371043,0.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1001,0.8001397705442933,0.8001397705442933,1.2035174138989522,1.2035174138989522,0.707869953023279,0.707869953023279,0.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1009,-2.0836309582318977,2.2439177111024926,-0.3094381136353346,0.3094381136353346,-0.29485996733567793,0.29485996733567793,0.0,0.5,1.0,1.0,0.625,1.0,1.0,0.625,1.0,1.0,0.75,1.0,1.0
1018,-0.01419026872236453,0.05995520106582003,-0.16238018625309764,0.16238018625309764,-0.007217116730278349,0.007217116730278349,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1041,-0.09333250970890831,0.6860446164547567,0.6430007726764287,0.6430007726764287,-0.16784098054280186,0.16784098054280186,-0.5031447000000001,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1094,0.49009199184710844,0.681131050200817,0.7734228484276056,0.7734228484276056,0.41128780203548787,0.41128780203548787,-0.5825302,0.7777777777777778,1.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1095,-16.31922630595028,16.741672048651772,0.4586323606302176,0.4586323606302176,0.21751868656162257,0.21751868656162257,0.6469003,0.35135135135135137,1.0,1.0,0.3783783783783784,1.0,1.0,0.3783783783783784,1.0,1.0,0.43243243243243246,1.0,1.0
1197,-1.6999768076746042,2.14082905696611,-0.07909828103474105,0.07909828103474105,-0.038667466511213534,0.038667466511213534,0.0,0.7272727272727273,1.0,1.0,0.7272727272727273,1.0,1.0,0.8181818181818182,1.0,1.0,0.8181818181818182,1.0,1.0
1245,0.6411204547254002,0.7998125094215209,-0.4860816011946468,0.4860816011946468,0.5157416923327466,0.5157416923327466,0.49817980000000006,0.6428571428571429,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1293,-0.7171840958416089,1.2805710172468796,-2.664242525201354,2.664242525201354,-0.5176380394962908,0.5176380394962908,0.0,0.4166666666666667,0.0,1.0,0.6666666666666666,0.0,1.0,0.8333333333333334,0.0,1.0,1.0,1.0,1.0
1300,0.5999777564465133,0.6804625394160253,0.823069789866797,0.823069789866797,0.6050952242670663,0.6050952242670663,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1319,0.14219089008789987,0.4859918980699462,-0.18644315742592601,0.18644315742592601,0.11670250069169641,0.11670250069169641,0.4973415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1323,0.5210837645500598,0.7806674203209754,-0.912927927159545,0.912927927159545,0.33524432581060926,0.33524432581060926,0.0,0.75,1.0,1.0,0.875,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0
1341,-0.27198367676800933,0.6319325879106691,0.1721624257463695,0.1721624257463695,0.11638091424057875,0.11638091424057875,-0.06967260000000008,0.8823529411764706,1.0,1.0,0.9411764705882353,1.0,1.0,0.9411764705882353,1.0,1.0,1.0,1.0,1.0
