compound_id,rel_log2,abs_log2,fe_cmax_rel,fe_cmax_abs,fe_auc_rel,fe_auc_abs,delta_tmax,time_within_2fold,cmax_within_2fold,auc_within_2fold,time_within_3fold,cmax_within_3fold,auc_within_3fold,time_within_5fold,cmax_within_5fold,auc_within_5fold,time_within_10fold,cmax_within_10fold,auc_within_10fold
52,-0.7337691381665916,0.7337691381665916,-0.48345165540710555,0.48345165540710555,-0.9475742924592875,0.9475742924592875,0.0,0.7857142857142857,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,0.6447171124028865,0.8230952059821769,-0.3520936674591437,0.3520936674591437,0.7215955162796504,0.7215955162796504,0.0,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0
177,0.3693749197413072,1.2392377495832758,-2.716259693230995,2.716259693230995,0.8436996923827605,0.8436996923827605,0.0,0.4117647058823529,0.0,1.0,0.5882352941176471,0.0,1.0,0.8823529411764706,0.0,1.0,1.0,1.0,1.0
184,-0.5853401119049764,0.5853401119049764,-0.6778948468972207,0.6778948468972207,-0.6446239757860964,0.6446239757860964,-0.18925379999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,0.1551860048190702,0.7884394932263931,-1.0021908336342895,1.0021908336342895,-0.0034116485484244462,0.0034116485484244462,0.0,0.6363636363636364,0.0,1.0,0.8181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
308,-0.517484310538531,0.7434141642519608,-3.077160497199286,3.077160497199286,0.003998344214235722,0.003998344214235722,0.0,0.7692307692307693,0.0,1.0,0.8461538461538461,0.0,1.0,0.9230769230769231,0.0,1.0,1.0,1.0,1.0
323,2.2826715872986605,2.414967102220293,0.020686669753586833,0.020686669753586833,3.1850001478920897,3.1850001478920897,142.2,0.14285714285714285,1.0,0.0,0.2857142857142857,1.0,0.0,0.5,1.0,0.0,0.8571428571428571,1.0,1.0
332,-0.23507341489001454,0.6037294237407982,-0.38005869392944247,0.38005869392944247,0.253090016377649,0.253090016377649,0.0,0.8888888888888888,1.0,1.0,0.8888888888888888,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0
366,0.6366785331202583,1.036415189055049,0.4978550231229036,0.4978550231229036,0.7261967861476547,0.7261967861476547,0.7575758,0.3333333333333333,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0
394,0.7107792779172355,0.7107792779172355,0.22299425173745838,0.22299425173745838,0.7275000404331518,0.7275000404331518,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
