compound_id,rel_log2,abs_log2,fe_cmax_rel,fe_cmax_abs,fe_auc_rel,fe_auc_abs,delta_tmax,time_within_2fold,cmax_within_2fold,auc_within_2fold,time_within_3fold,cmax_within_3fold,auc_within_3fold,time_within_5fold,cmax_within_5fold,auc_within_5fold,time_within_10fold,cmax_within_10fold,auc_within_10fold
52,-0.03269227918956684,0.22827864890068897,-0.45809766771639693,0.45809766771639693,0.1427920613767175,0.1427920613767175,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,0.06985349458263615,0.4406695747913239,-0.5634718341513602,0.5634718341513602,-0.008307380972192023,0.008307380972192023,0.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,-0.025519272152461393,0.8703009895263955,-2.716286987635009,2.716286987635009,0.28603951297304053,0.28603951297304053,0.0,0.5882352941176471,0.0,1.0,0.8823529411764706,0.0,1.0,0.9411764705882353,0.0,1.0,1.0,1.0,1.0
184,0.4557346192550749,0.4557346192550749,0.3870232994293081,0.3870232994293081,0.39545591262143637,0.39545591262143637,-0.18925379999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
295,0.1964735238701268,0.8124914576027279,-0.9971905040093242,0.9971905040093242,0.03708067761604343,0.03708067761604343,0.0,0.7272727272727273,1.0,1.0,0.8181818181818182,1.0,1.0,0.9090909090909091,1.0,1.0,1.0,1.0,1.0
308,0.0897070507857347,1.1265469437377076,-2.9244277378384154,2.9244277378384154,1.0561781240759298,1.0561781240759298,0.0,0.46153846153846156,0.0,0.0,0.6923076923076923,0.0,1.0,0.8461538461538461,0.0,1.0,1.0,1.0,1.0
323,1.3529544461160836,1.5480593525097446,0.24019729129843806,0.24019729129843806,2.795512615866274,2.795512615866274,142.2,0.5,1.0,0.0,0.8571428571428571,1.0,0.0,0.8571428571428571,1.0,0.0,0.8571428571428571,1.0,1.0
332,-0.08413169951674043,0.6849640911525817,-0.34426528720022725,0.34426528720022725,0.5030426696029279,0.5030426696029279,0.0,0.8888888888888888,1.0,1.0,0.8888888888888888,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0
366,0.5675933333089728,1.0202163191154523,0.4903187687289776,0.4903187687289776,0.6211230487733285,0.6211230487733285,0.7575758,0.4166666666666667,1.0,1.0,0.9166666666666666,1.0,1.0,0.9166666666666666,1.0,1.0,1.0,1.0,1.0
394,0.6810552960297949,0.6810552960297949,0.21869213136132412,0.21869213136132412,0.6970855382383154,0.6970855382383154,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
