compound_id,scenario,metric,value
938,v0_baseline_simcyp,fe_cmax_rel,-1.2360
963,v0_baseline_simcyp,fe_cmax_rel,-0.3436
967,v0_baseline_simcyp,fe_cmax_rel,-0.3088
973,v0_baseline_simcyp,fe_cmax_rel,-0.2838
1001,v0_baseline_simcyp,fe_cmax_rel,0.5039
1009,v0_baseline_simcyp,fe_cmax_rel,-0.7020
1018,v0_baseline_simcyp,fe_cmax_rel,0.1524
1041,v0_baseline_simcyp,fe_cmax_rel,0.2254
1094,v0_baseline_simcyp,fe_cmax_rel,0.6306
1095,v0_baseline_simcyp,fe_cmax_rel,0.1689
1197,v0_baseline_simcyp,fe_cmax_rel,-0.5866
1245,v0_baseline_simcyp,fe_cmax_rel,-0.3104
1293,v0_baseline_simcyp,fe_cmax_rel,-2.4630
1300,v0_baseline_simcyp,fe_cmax_rel,0.7410
1319,v0_baseline_simcyp,fe_cmax_rel,0.0776
1323,v0_baseline_simcyp,fe_cmax_rel,-0.8602
1341,v0_baseline_simcyp,fe_cmax_rel,0.3772
52,v4_ML,fe_cmax_abs,0.8131
172,v4_ML,fe_cmax_abs,0.3673
177,v4_ML,fe_cmax_abs,3.0102
184,v4_ML,fe_cmax_abs,0.3679
295,v4_ML,fe_cmax_abs,1.4882
308,v4_ML,fe_cmax_abs,3.2317
323,v4_ML,fe_cmax_abs,0.9103
332,v4_ML,fe_cmax_abs,0.3281
366,v4_ML,fe_cmax_abs,0.0859
394,v4_ML,fe_cmax_abs,0.4179
413,v4_ML,fe_cmax_abs,3.5713
471,v4_ML,fe_cmax_abs,2.0256
488,v4_ML,fe_cmax_abs,0.6831
637,v4_ML,fe_cmax_abs,0.0741
674,v4_ML,fe_cmax_abs,0.7828
703,v4_ML,fe_cmax_abs,1.6481
739,v4_ML,fe_cmax_abs,0.9316
781,v4_ML,fe_cmax_abs,1.2333
787,v4_ML,fe_cmax_abs,2.1763
800,v4_ML,fe_cmax_abs,0.3540
811,v4_ML,fe_cmax_abs,2.1546
832,v4_ML,fe_cmax_abs,2.8252
875,v4_ML,fe_cmax_abs,1.0402
907,v4_ML,fe_cmax_abs,0.5804
938,v4_ML,fe_cmax_abs,0.9093
963,v4_ML,fe_cmax_abs,0.0885
967,v4_ML,fe_cmax_abs,0.9626
973,v4_ML,fe_cmax_abs,1.1046
1001,v4_ML,fe_cmax_abs,0.6812
1009,v4_ML,fe_cmax_abs,0.6697
1018,v4_ML,fe_cmax_abs,0.7844
1041,v4_ML,fe_cmax_abs,0.1210
1094,v4_ML,fe_cmax_abs,2.4524
1095,v4_ML,fe_cmax_abs,1.7178
1197,v4_ML,fe_cmax_abs,1.4107
1245,v4_ML,fe_cmax_abs,2.3783
1293,v4_ML,fe_cmax_abs,4.5962
1300,v4_ML,fe_cmax_abs,0.0599
1319,v4_ML,fe_cmax_abs,0.1735
1323,v4_ML,fe_cmax_abs,3.2539
1341,v4_ML,fe_cmax_abs,0.8484
52,v1_control_minimal,fe_cmax_abs,0.0785
172,v1_control_minimal,fe_cmax_abs,0.0069
177,v1_control_minimal,fe_cmax_abs,3.1052
184,v1_control_minimal,fe_cmax_abs,0.3873
295,v1_control_minimal,fe_cmax_abs,0.1900
308,v1_control_minimal,fe_cmax_abs,1.1141
323,v1_control_minimal,fe_cmax_abs,1.3441
332,v1_control_minimal,fe_cmax_abs,0.9003
366,v1_control_minimal,fe_cmax_abs,0.3966
394,v1_control_minimal,fe_cmax_abs,2.0408
413,v1_control_minimal,fe_cmax_abs,2.0190
471,v1_control_minimal,fe_cmax_abs,0.4949
488,v1_control_minimal,fe_cmax_abs,0.6655
637,v1_control_minimal,fe_cmax_abs,0.3054
674,v1_control_minimal,fe_cmax_abs,1.4625
703,v1_control_minimal,fe_cmax_abs,0.4957
739,v1_control_minimal,fe_cmax_abs,1.0822
781,v1_control_minimal,fe_cmax_abs,0.2523
787,v1_control_minimal,fe_cmax_abs,1.1161
800,v1_control_minimal,fe_cmax_abs,0.0672
811,v1_control_minimal,fe_cmax_abs,0.7212
832,v1_control_minimal,fe_cmax_abs,1.5252
875,v1_control_minimal,fe_cmax_abs,0.0710
907,v1_control_minimal,fe_cmax_abs,0.2412
938,v1_control_minimal,fe_cmax_abs,1.5816
963,v1_control_minimal,fe_cmax_abs,0.2295
967,v1_control_minimal,fe_cmax_abs,0.1237
973,v1_control_minimal,fe_cmax_abs,0.0847
1001,v1_control_minimal,fe_cmax_abs,0.8706
1009,v1_control_minimal,fe_cmax_abs,0.7033
1018,v1_control_minimal,fe_cmax_abs,0.0712
1041,v1_control_minimal,fe_cmax_abs,0.2070
1094,v1_control_minimal,fe_cmax_abs,0.2557
1095,v1_control_minimal,fe_cmax_abs,0.0799
1197,v1_control_minimal,fe_cmax_abs,1.4910
1245,v1_control_minimal,fe_cmax_abs,0.4450
1293,v1_control_minimal,fe_cmax_abs,3.4261
1300,v1_control_minimal,fe_cmax_abs,0.2284
1319,v1_control_minimal,fe_cmax_abs,0.7459
1323,v1_control_minimal,fe_cmax_abs,0.9974
1341,v1_control_minimal,fe_cmax_abs,0.2535
52,v3_CLsys,fe_cmax_abs,0.4835
172,v3_CLsys,fe_cmax_abs,0.3521
177,v3_CLsys,fe_cmax_abs,2.7163
184,v3_CLsys,fe_cmax_abs,0.6779
295,v3_CLsys,fe_cmax_abs,1.0022
308,v3_CLsys,fe_cmax_abs,3.0772
323,v3_CLsys,fe_cmax_abs,0.0207
332,v3_CLsys,fe_cmax_abs,0.3801
366,v3_CLsys,fe_cmax_abs,0.4979
394,v3_CLsys,fe_cmax_abs,0.2230
413,v3_CLsys,fe_cmax_abs,2.4797
471,v3_CLsys,fe_cmax_abs,1.7365
488,v3_CLsys,fe_cmax_abs,0.0272
637,v3_CLsys,fe_cmax_abs,0.2913
674,v3_CLsys,fe_cmax_abs,0.4057
703,v3_CLsys,fe_cmax_abs,0.6865
739,v3_CLsys,fe_cmax_abs,0.7508
781,v3_CLsys,fe_cmax_abs,0.8656
787,v3_CLsys,fe_cmax_abs,1.3403
800,v3_CLsys,fe_cmax_abs,0.1222
811,v3_CLsys,fe_cmax_abs,0.9295
832,v3_CLsys,fe_cmax_abs,2.5677
875,v3_CLsys,fe_cmax_abs,0.4418
907,v3_CLsys,fe_cmax_abs,0.3521
938,v3_CLsys,fe_cmax_abs,0.4532
963,v3_CLsys,fe_cmax_abs,0.5452
967,v3_CLsys,fe_cmax_abs,0.0787
973,v3_CLsys,fe_cmax_abs,0.5468
1001,v3_CLsys,fe_cmax_abs,1.1198
1009,v3_CLsys,fe_cmax_abs,0.1645
1018,v3_CLsys,fe_cmax_abs,0.9369
1041,v3_CLsys,fe_cmax_abs,0.0208
1094,v3_CLsys,fe_cmax_abs,0.9307
1095,v3_CLsys,fe_cmax_abs,1.6065
1197,v3_CLsys,fe_cmax_abs,0.4324
1245,v3_CLsys,fe_cmax_abs,1.3125
1293,v3_CLsys,fe_cmax_abs,4.0776
1300,v3_CLsys,fe_cmax_abs,0.7101
1319,v3_CLsys,fe_cmax_abs,0.0017
1323,v3_CLsys,fe_cmax_abs,2.3896
1341,v3_CLsys,fe_cmax_abs,1.2745
52,v2_CLint,fe_cmax_abs,0.0696
172,v2_CLint,fe_cmax_abs,0.1114
177,v2_CLint,fe_cmax_abs,3.1070
184,v2_CLint,fe_cmax_abs,0.2331
295,v2_CLint,fe_cmax_abs,0.3217
308,v2_CLint,fe_cmax_abs,1.3745
323,v2_CLint,fe_cmax_abs,1.0353
332,v2_CLint,fe_cmax_abs,0.8829
366,v2_CLint,fe_cmax_abs,0.3361
394,v2_CLint,fe_cmax_abs,2.0487
413,v2_CLint,fe_cmax_abs,2.0453
471,v2_CLint,fe_cmax_abs,0.5362
488,v2_CLint,fe_cmax_abs,0.6445
637,v2_CLint,fe_cmax_abs,0.3111
674,v2_CLint,fe_cmax_abs,1.4926
703,v2_CLint,fe_cmax_abs,0.3496
739,v2_CLint,fe_cmax_abs,1.0960
781,v2_CLint,fe_cmax_abs,0.4679
787,v2_CLint,fe_cmax_abs,1.0434
800,v2_CLint,fe_cmax_abs,0.0624
811,v2_CLint,fe_cmax_abs,0.7650
832,v2_CLint,fe_cmax_abs,1.5263
875,v2_CLint,fe_cmax_abs,0.0139
907,v2_CLint,fe_cmax_abs,0.4607
938,v2_CLint,fe_cmax_abs,1.5853
963,v2_CLint,fe_cmax_abs,0.0716
967,v2_CLint,fe_cmax_abs,0.3088
973,v2_CLint,fe_cmax_abs,0.0726
1001,v2_CLint,fe_cmax_abs,0.0762
1009,v2_CLint,fe_cmax_abs,0.6014
1018,v2_CLint,fe_cmax_abs,0.1185
1041,v2_CLint,fe_cmax_abs,0.2100
1094,v2_CLint,fe_cmax_abs,0.3187
1095,v2_CLint,fe_cmax_abs,0.4180
1197,v2_CLint,fe_cmax_abs,1.2236
1245,v2_CLint,fe_cmax_abs,0.4701
1293,v2_CLint,fe_cmax_abs,3.4235
1300,v2_CLint,fe_cmax_abs,0.2395
1319,v2_CLint,fe_cmax_abs,0.6594
1323,v2_CLint,fe_cmax_abs,1.0193
1341,v2_CLint,fe_cmax_abs,0.0180
52,v0_baseline_simcyp,fe_cmax_abs,0.1914
172,v0_baseline_simcyp,fe_cmax_abs,0.1992
177,v0_baseline_simcyp,fe_cmax_abs,1.0697
184,v0_baseline_simcyp,fe_cmax_abs,0.2140
295,v0_baseline_simcyp,fe_cmax_abs,0.6076
308,v0_baseline_simcyp,fe_cmax_abs,1.4008
323,v0_baseline_simcyp,fe_cmax_abs,1.0285
332,v0_baseline_simcyp,fe_cmax_abs,0.0073
366,v0_baseline_simcyp,fe_cmax_abs,1.0681
394,v0_baseline_simcyp,fe_cmax_abs,1.2262
413,v0_baseline_simcyp,fe_cmax_abs,1.4508
471,v0_baseline_simcyp,fe_cmax_abs,0.3594
488,v0_baseline_simcyp,fe_cmax_abs,0.4551
637,v0_baseline_simcyp,fe_cmax_abs,0.5840
674,v0_baseline_simcyp,fe_cmax_abs,0.2217
703,v0_baseline_simcyp,fe_cmax_abs,0.8423
739,v0_baseline_simcyp,fe_cmax_abs,0.3544
781,v0_baseline_simcyp,fe_cmax_abs,0.2442
787,v0_baseline_simcyp,fe_cmax_abs,1.2840
800,v0_baseline_simcyp,fe_cmax_abs,0.1831
811,v0_baseline_simcyp,fe_cmax_abs,0.1187
832,v0_baseline_simcyp,fe_cmax_abs,0.1341
875,v0_baseline_simcyp,fe_cmax_abs,0.8470
907,v0_baseline_simcyp,fe_cmax_abs,1.0339
938,v0_baseline_simcyp,fe_cmax_abs,1.2360
963,v0_baseline_simcyp,fe_cmax_abs,0.3436
967,v0_baseline_simcyp,fe_cmax_abs,0.3088
973,v0_baseline_simcyp,fe_cmax_abs,0.2838
1001,v0_baseline_simcyp,fe_cmax_abs,0.5039
1009,v0_baseline_simcyp,fe_cmax_abs,0.7020
1018,v0_baseline_simcyp,fe_cmax_abs,0.1524
1041,v0_baseline_simcyp,fe_cmax_abs,0.2254
1094,v0_baseline_simcyp,fe_cmax_abs,0.6306
1095,v0_baseline_simcyp,fe_cmax_abs,0.1689
1197,v0_baseline_simcyp,fe_cmax_abs,0.5866
1245,v0_baseline_simcyp,fe_cmax_abs,0.3104
1293,v0_baseline_simcyp,fe_cmax_abs,2.4630
1300,v0_baseline_simcyp,fe_cmax_abs,0.7410
1319,v0_baseline_simcyp,fe_cmax_abs,0.0776
1323,v0_baseline_simcyp,fe_cmax_abs,0.8602
1341,v0_baseline_simcyp,fe_cmax_abs,0.3772
52,v4_ML,fe_auc_rel,-0.9997
172,v4_ML,fe_auc_rel,0.7108
177,v4_ML,fe_auc_rel,0.7006
184,v4_ML,fe_auc_rel,-0.5692
295,v4_ML,fe_auc_rel,-0.2109
308,v4_ML,fe_auc_rel,-0.0402
323,v4_ML,fe_auc_rel,3.7624
332,v4_ML,fe_auc_rel,0.2745
366,v4_ML,fe_auc_rel,0.6159
394,v4_ML,fe_auc_rel,0.7918
413,v4_ML,fe_auc_rel,0.5912
471,v4_ML,fe_auc_rel,-0.7752
488,v4_ML,fe_auc_rel,0.6926
637,v4_ML,fe_auc_rel,0.8236
674,v4_ML,fe_auc_rel,1.2116
703,v4_ML,fe_auc_rel,0.6180
739,v4_ML,fe_auc_rel,-0.4668
781,v4_ML,fe_auc_rel,0.0074
787,v4_ML,fe_auc_rel,-1.8799
800,v4_ML,fe_auc_rel,1.0620
811,v4_ML,fe_auc_rel,0.0226
832,v4_ML,fe_auc_rel,-1.4554
875,v4_ML,fe_auc_rel,-0.4794
907,v4_ML,fe_auc_rel,-0.4178
938,v4_ML,fe_auc_rel,2.2185
963,v4_ML,fe_auc_rel,1.2463
967,v4_ML,fe_auc_rel,-1.0474
973,v4_ML,fe_auc_rel,-0.9551
1001,v4_ML,fe_auc_rel,0.0304
1009,v4_ML,fe_auc_rel,1.0097
1018,v4_ML,fe_auc_rel,-1.4772
1041,v4_ML,fe_auc_rel,0.5183
1094,v4_ML,fe_auc_rel,-1.9561
1095,v4_ML,fe_auc_rel,1.7174
1197,v4_ML,fe_auc_rel,0.3576
1245,v4_ML,fe_auc_rel,-0.6112
1293,v4_ML,fe_auc_rel,-2.9742
1300,v4_ML,fe_auc_rel,1.8268
1319,v4_ML,fe_auc_rel,2.6223
1323,v4_ML,fe_auc_rel,-2.2032
1341,v4_ML,fe_auc_rel,2.0023
52,v1_control_minimal,fe_auc_rel,0.2934
172,v1_control_minimal,fe_auc_rel,0.2080
177,v1_control_minimal,fe_auc_rel,0.0925
184,v1_control_minimal,fe_auc_rel,0.3945
295,v1_control_minimal,fe_auc_rel,0.2658
308,v1_control_minimal,fe_auc_rel,2.0056
323,v1_control_minimal,fe_auc_rel,1.6406
332,v1_control_minimal,fe_auc_rel,0.1962
366,v1_control_minimal,fe_auc_rel,0.3611
394,v1_control_minimal,fe_auc_rel,-0.6824
413,v1_control_minimal,fe_auc_rel,0.4026
471,v1_control_minimal,fe_auc_rel,-0.4133
488,v1_control_minimal,fe_auc_rel,1.0027
637,v1_control_minimal,fe_auc_rel,0.3709
674,v1_control_minimal,fe_auc_rel,0.6809
703,v1_control_minimal,fe_auc_rel,1.0442
739,v1_control_minimal,fe_auc_rel,0.0356
781,v1_control_minimal,fe_auc_rel,0.0140
787,v1_control_minimal,fe_auc_rel,-1.1198
800,v1_control_minimal,fe_auc_rel,0.7166
811,v1_control_minimal,fe_auc_rel,0.4876
832,v1_control_minimal,fe_auc_rel,-0.2822
875,v1_control_minimal,fe_auc_rel,0.4424
907,v1_control_minimal,fe_auc_rel,-0.2536
938,v1_control_minimal,fe_auc_rel,0.1333
963,v1_control_minimal,fe_auc_rel,0.2226
967,v1_control_minimal,fe_auc_rel,0.3456
973,v1_control_minimal,fe_auc_rel,0.5499
1001,v1_control_minimal,fe_auc_rel,1.3381
1009,v1_control_minimal,fe_auc_rel,0.4443
1018,v1_control_minimal,fe_auc_rel,0.0361
1041,v1_control_minimal,fe_auc_rel,-0.0180
1094,v1_control_minimal,fe_auc_rel,0.3114
1095,v1_control_minimal,fe_auc_rel,0.4278
1197,v1_control_minimal,fe_auc_rel,0.2235
1245,v1_control_minimal,fe_auc_rel,0.4935
1293,v1_control_minimal,fe_auc_rel,-1.7201
1300,v1_control_minimal,fe_auc_rel,1.0547
1319,v1_control_minimal,fe_auc_rel,0.1790
1323,v1_control_minimal,fe_auc_rel,0.2942
1341,v1_control_minimal,fe_auc_rel,0.1966
52,v3_CLsys,fe_auc_rel,-0.9476
172,v3_CLsys,fe_auc_rel,0.7216
177,v3_CLsys,fe_auc_rel,0.8437
184,v3_CLsys,fe_auc_rel,-0.6446
295,v3_CLsys,fe_auc_rel,-0.0034
308,v3_CLsys,fe_auc_rel,0.0040
323,v3_CLsys,fe_auc_rel,3.1850
332,v3_CLsys,fe_auc_rel,0.2531
366,v3_CLsys,fe_auc_rel,0.7262
394,v3_CLsys,fe_auc_rel,0.7275
413,v3_CLsys,fe_auc_rel,0.9223
471,v3_CLsys,fe_auc_rel,-0.6928
488,v3_CLsys,fe_auc_rel,0.8909
637,v3_CLsys,fe_auc_rel,0.8129
674,v3_CLsys,fe_auc_rel,1.4214
703,v3_CLsys,fe_auc_rel,0.8481
739,v3_CLsys,fe_auc_rel,-0.4302
781,v3_CLsys,fe_auc_rel,0.0418
787,v3_CLsys,fe_auc_rel,-2.0496
800,v3_CLsys,fe_auc_rel,0.9657
811,v3_CLsys,fe_auc_rel,0.7711
832,v3_CLsys,fe_auc_rel,-1.4318
875,v3_CLsys,fe_auc_rel,-0.4027
907,v3_CLsys,fe_auc_rel,-0.4538
938,v3_CLsys,fe_auc_rel,2.1234
963,v3_CLsys,fe_auc_rel,1.5516
967,v3_CLsys,fe_auc_rel,-0.5039
973,v3_CLsys,fe_auc_rel,-0.9346
1001,v3_CLsys,fe_auc_rel,1.2620
1009,v3_CLsys,fe_auc_rel,1.0229
1018,v3_CLsys,fe_auc_rel,-1.5063
1041,v3_CLsys,fe_auc_rel,0.4619
1094,v3_CLsys,fe_auc_rel,-1.6830
1095,v3_CLsys,fe_auc_rel,1.7483
1197,v3_CLsys,fe_auc_rel,0.3472
1245,v3_CLsys,fe_auc_rel,-0.1575
1293,v3_CLsys,fe_auc_rel,-2.7712
1300,v3_CLsys,fe_auc_rel,1.5574
1319,v3_CLsys,fe_auc_rel,2.5109
1323,v3_CLsys,fe_auc_rel,-1.8539
1341,v3_CLsys,fe_auc_rel,2.1745
52,v2_CLint,fe_auc_rel,0.8125
172,v2_CLint,fe_auc_rel,0.2747
177,v2_CLint,fe_auc_rel,0.1000
184,v2_CLint,fe_auc_rel,0.2991
295,v2_CLint,fe_auc_rel,-0.5343
308,v2_CLint,fe_auc_rel,0.8477
323,v2_CLint,fe_auc_rel,1.7927
332,v2_CLint,fe_auc_rel,0.3327
366,v2_CLint,fe_auc_rel,0.8350
394,v2_CLint,fe_auc_rel,-0.7795
413,v2_CLint,fe_auc_rel,0.0949
471,v2_CLint,fe_auc_rel,-1.2284
488,v2_CLint,fe_auc_rel,1.0373
637,v2_CLint,fe_auc_rel,0.2050
674,v2_CLint,fe_auc_rel,-0.0391
703,v2_CLint,fe_auc_rel,0.5784
739,v2_CLint,fe_auc_rel,0.1833
781,v2_CLint,fe_auc_rel,-0.7719
787,v2_CLint,fe_auc_rel,-0.9319
800,v2_CLint,fe_auc_rel,0.9738
811,v2_CLint,fe_auc_rel,-0.2566
832,v2_CLint,fe_auc_rel,-0.4775
875,v2_CLint,fe_auc_rel,-0.0556
907,v2_CLint,fe_auc_rel,-1.1484
938,v2_CLint,fe_auc_rel,0.4186
963,v2_CLint,fe_auc_rel,0.9318
967,v2_CLint,fe_auc_rel,0.2180
973,v2_CLint,fe_auc_rel,0.1481
1001,v2_CLint,fe_auc_rel,0.6250
1009,v2_CLint,fe_auc_rel,1.2081
1018,v2_CLint,fe_auc_rel,-0.1414
1041,v2_CLint,fe_auc_rel,-0.0855
1094,v2_CLint,fe_auc_rel,-2.1163
1095,v2_CLint,fe_auc_rel,1.6079
1197,v2_CLint,fe_auc_rel,2.7362
1245,v2_CLint,fe_auc_rel,0.3298
1293,v2_CLint,fe_auc_rel,-1.2350
1300,v2_CLint,fe_auc_rel,1.2228
1319,v2_CLint,fe_auc_rel,0.6208
1323,v2_CLint,fe_auc_rel,-0.4311
1341,v2_CLint,fe_auc_rel,0.6765
52,v0_baseline_simcyp,fe_auc_rel,0.0919
172,v0_baseline_simcyp,fe_auc_rel,0.5824
177,v0_baseline_simcyp,fe_auc_rel,-0.3795
184,v0_baseline_simcyp,fe_auc_rel,0.5216
295,v0_baseline_simcyp,fe_auc_rel,-0.0298
308,v0_baseline_simcyp,fe_auc_rel,1.2113
323,v0_baseline_simcyp,fe_auc_rel,-0.1959
332,v0_baseline_simcyp,fe_auc_rel,0.1345
366,v0_baseline_simcyp,fe_auc_rel,0.1938
394,v0_baseline_simcyp,fe_auc_rel,-1.5189
413,v0_baseline_simcyp,fe_auc_rel,-0.2058
471,v0_baseline_simcyp,fe_auc_rel,-0.7529
488,v0_baseline_simcyp,fe_auc_rel,0.6412
637,v0_baseline_simcyp,fe_auc_rel,-0.2579
674,v0_baseline_simcyp,fe_auc_rel,-0.0933
703,v0_baseline_simcyp,fe_auc_rel,1.4713
739,v0_baseline_simcyp,fe_auc_rel,0.1495
781,v0_baseline_simcyp,fe_auc_rel,0.0755
787,v0_baseline_simcyp,fe_auc_rel,-1.4108
800,v0_baseline_simcyp,fe_auc_rel,0.6727
811,v0_baseline_simcyp,fe_auc_rel,0.0960
832,v0_baseline_simcyp,fe_auc_rel,-0.3824
875,v0_baseline_simcyp,fe_auc_rel,0.3792
907,v0_baseline_simcyp,fe_auc_rel,-0.9705
938,v0_baseline_simcyp,fe_auc_rel,0.8054
963,v0_baseline_simcyp,fe_auc_rel,0.7274
967,v0_baseline_simcyp,fe_auc_rel,0.2180
973,v0_baseline_simcyp,fe_auc_rel,0.2323
1001,v0_baseline_simcyp,fe_auc_rel,0.6260
1009,v0_baseline_simcyp,fe_auc_rel,-0.1089
1018,v0_baseline_simcyp,fe_auc_rel,0.2831
1041,v0_baseline_simcyp,fe_auc_rel,-0.1394
1094,v0_baseline_simcyp,fe_auc_rel,-0.0408
1095,v0_baseline_simcyp,fe_auc_rel,0.0938
1197,v0_baseline_simcyp,fe_auc_rel,-0.2746
1245,v0_baseline_simcyp,fe_auc_rel,0.4362
1293,v0_baseline_simcyp,fe_auc_rel,-1.5186
1300,v0_baseline_simcyp,fe_auc_rel,0.6429
1319,v0_baseline_simcyp,fe_auc_rel,-0.0088
1323,v0_baseline_simcyp,fe_auc_rel,0.2595
1341,v0_baseline_simcyp,fe_auc_rel,0.5195
52,v4_ML,fe_auc_abs,0.9997
172,v4_ML,fe_auc_abs,0.7108
177,v4_ML,fe_auc_abs,0.7006
184,v4_ML,fe_auc_abs,0.5692
295,v4_ML,fe_auc_abs,0.2109
308,v4_ML,fe_auc_abs,0.0402
323,v4_ML,fe_auc_abs,3.7624
332,v4_ML,fe_auc_abs,0.2745
366,v4_ML,fe_auc_abs,0.6159
394,v4_ML,fe_auc_abs,0.7918
413,v4_ML,fe_auc_abs,0.5912
471,v4_ML,fe_auc_abs,0.7752
488,v4_ML,fe_auc_abs,0.6926
637,v4_ML,fe_auc_abs,0.8236
674,v4_ML,fe_auc_abs,1.2116
703,v4_ML,fe_auc_abs,0.6180
739,v4_ML,fe_auc_abs,0.4668
781,v4_ML,fe_auc_abs,0.0074
787,v4_ML,fe_auc_abs,1.8799
800,v4_ML,fe_auc_abs,1.0620
811,v4_ML,fe_auc_abs,0.0226
832,v4_ML,fe_auc_abs,1.4554
875,v4_ML,fe_auc_abs,0.4794
907,v4_ML,fe_auc_abs,0.4178
938,v4_ML,fe_auc_abs,2.2185
963,v4_ML,fe_auc_abs,1.2463
967,v4_ML,fe_auc_abs,1.0474
973,v4_ML,fe_auc_abs,0.9551
1001,v4_ML,fe_auc_abs,0.0304
1009,v4_ML,fe_auc_abs,1.0097
1018,v4_ML,fe_auc_abs,1.4772
1041,v4_ML,fe_auc_abs,0.5183
1094,v4_ML,fe_auc_abs,1.9561
1095,v4_ML,fe_auc_abs,1.7174
1197,v4_ML,fe_auc_abs,0.3576
1245,v4_ML,fe_auc_abs,0.6112
1293,v4_ML,fe_auc_abs,2.9742
1300,v4_ML,fe_auc_abs,1.8268
1319,v4_ML,fe_auc_abs,2.6223
1323,v4_ML,fe_auc_abs,2.2032
1341,v4_ML,fe_auc_abs,2.0023
52,v1_control_minimal,fe_auc_abs,0.2934
172,v1_control_minimal,fe_auc_abs,0.2080
177,v1_control_minimal,fe_auc_abs,0.0925
184,v1_control_minimal,fe_auc_abs,0.3945
295,v1_control_minimal,fe_auc_abs,0.2658
308,v1_control_minimal,fe_auc_abs,2.0056
323,v1_control_minimal,fe_auc_abs,1.6406
332,v1_control_minimal,fe_auc_abs,0.1962
366,v1_control_minimal,fe_auc_abs,0.3611
394,v1_control_minimal,fe_auc_abs,0.6824
413,v1_control_minimal,fe_auc_abs,0.4026
471,v1_control_minimal,fe_auc_abs,0.4133
488,v1_control_minimal,fe_auc_abs,1.0027
637,v1_control_minimal,fe_auc_abs,0.3709
674,v1_control_minimal,fe_auc_abs,0.6809
703,v1_control_minimal,fe_auc_abs,1.0442
739,v1_control_minimal,fe_auc_abs,0.0356
781,v1_control_minimal,fe_auc_abs,0.0140
787,v1_control_minimal,fe_auc_abs,1.1198
800,v1_control_minimal,fe_auc_abs,0.7166
811,v1_control_minimal,fe_auc_abs,0.4876
832,v1_control_minimal,fe_auc_abs,0.2822
875,v1_control_minimal,fe_auc_abs,0.4424
907,v1_control_minimal,fe_auc_abs,0.2536
938,v1_control_minimal,fe_auc_abs,0.1333
963,v1_control_minimal,fe_auc_abs,0.2226
967,v1_control_minimal,fe_auc_abs,0.3456
973,v1_control_minimal,fe_auc_abs,0.5499
1001,v1_control_minimal,fe_auc_abs,1.3381
1009,v1_control_minimal,fe_auc_abs,0.4443
1018,v1_control_minimal,fe_auc_abs,0.0361
1041,v1_control_minimal,fe_auc_abs,0.0180
1094,v1_control_minimal,fe_auc_abs,0.3114
1095,v1_control_minimal,fe_auc_abs,0.4278
1197,v1_control_minimal,fe_auc_abs,0.2235
1245,v1_control_minimal,fe_auc_abs,0.4935
1293,v1_control_minimal,fe_auc_abs,1.7201
1300,v1_control_minimal,fe_auc_abs,1.0547
1319,v1_control_minimal,fe_auc_abs,0.1790
1323,v1_control_minimal,fe_auc_abs,0.2942
1341,v1_control_minimal,fe_auc_abs,0.1966
52,v3_CLsys,fe_auc_abs,0.9476
172,v3_CLsys,fe_auc_abs,0.7216
177,v3_CLsys,fe_auc_abs,0.8437
184,v3_CLsys,fe_auc_abs,0.6446
295,v3_CLsys,fe_auc_abs,0.0034
308,v3_CLsys,fe_auc_abs,0.0040
323,v3_CLsys,fe_auc_abs,3.1850
332,v3_CLsys,fe_auc_abs,0.2531
366,v3_CLsys,fe_auc_abs,0.7262
394,v3_CLsys,fe_auc_abs,0.7275
413,v3_CLsys,fe_auc_abs,0.9223
471,v3_CLsys,fe_auc_abs,0.6928
488,v3_CLsys,fe_auc_abs,0.8909
637,v3_CLsys,fe_auc_abs,0.8129
674,v3_CLsys,fe_auc_abs,1.4214
703,v3_CLsys,fe_auc_abs,0.8481
739,v3_CLsys,fe_auc_abs,0.4302
781,v3_CLsys,fe_auc_abs,0.0418
787,v3_CLsys,fe_auc_abs,2.0496
800,v3_CLsys,fe_auc_abs,0.9657
811,v3_CLsys,fe_auc_abs,0.7711
832,v3_CLsys,fe_auc_abs,1.4318
875,v3_CLsys,fe_auc_abs,0.4027
907,v3_CLsys,fe_auc_abs,0.4538
938,v3_CLsys,fe_auc_abs,2.1234
963,v3_CLsys,fe_auc_abs,1.5516
967,v3_CLsys,fe_auc_abs,0.5039
973,v3_CLsys,fe_auc_abs,0.9346
1001,v3_CLsys,fe_auc_abs,1.2620
1009,v3_CLsys,fe_auc_abs,1.0229
1018,v3_CLsys,fe_auc_abs,1.5063
1041,v3_CLsys,fe_auc_abs,0.4619
1094,v3_CLsys,fe_auc_abs,1.6830
1095,v3_CLsys,fe_auc_abs,1.7483
1197,v3_CLsys,fe_auc_abs,0.3472
1245,v3_CLsys,fe_auc_abs,0.1575
1293,v3_CLsys,fe_auc_abs,2.7712
1300,v3_CLsys,fe_auc_abs,1.5574
1319,v3_CLsys,fe_auc_abs,2.5109
1323,v3_CLsys,fe_auc_abs,1.8539
1341,v3_CLsys,fe_auc_abs,2.1745
52,v2_CLint,fe_auc_abs,0.8125
172,v2_CLint,fe_auc_abs,0.2747
177,v2_CLint,fe_auc_abs,0.1000
184,v2_CLint,fe_auc_abs,0.2991
