PUBCHEM_CID,Actual,Predicted,Dataset
137,-0.920818754,-0.5618395833479063,lgVD_train
237,1.653212514,1.345338165258978,lgVD_train
323,0.041392685,-0.058147519759529996,lgVD_train
444,1.444936571,0.39011725391407565,lgVD_train
535,-0.13667714,-0.23680276214006993,lgVD_train
564,-0.408935393,-0.4445751837161023,lgVD_train
598,-0.187086643,-0.08712399230762002,lgVD_train
738,-0.731154687,-0.29084457838510497,lgVD_train
774,-0.074246028,0.026039124521200316,lgVD_train
896,0.041392685,-0.025480059165404634,lgVD_train
1046,-0.103946441,-0.20418728033746397,lgVD_train
1355,0.397940009,0.7656278250150133,lgVD_train
1645,0.278753601,0.17922218578075366,lgVD_train
1727,0.414973348,0.3151099307025074,lgVD_train
1775,-0.366531544,-0.20355427510785515,lgVD_train
1935,1.041392685,0.8614545138586712,lgVD_train
1983,0.0,0.10048406439388737,lgVD_train
1986,-0.431798276,-0.3539741495141851,lgVD_train
2083,0.278753601,0.37882796733822666,lgVD_train
2088,-0.397940009,-0.2920398581621879,lgVD_train
2092,0.176091259,0.07578012635392271,lgVD_train
2118,-0.096910013,-0.03644780682883174,lgVD_train
2119,0.505149978,0.3625977307348276,lgVD_train
2130,0.819543936,0.7199540861573542,lgVD_train
2131,-0.624989952,-0.5247282273046008,lgVD_train
2140,-0.585026652,-0.6850126863165531,lgVD_train
2153,-0.292429824,-0.20280068295086323,lgVD_train
2157,1.77815125,1.012882700907806,lgVD_train
2159,0.38789807,0.19390579636382643,lgVD_train
2160,0.939519253,1.0395408254566962,lgVD_train
2162,1.230448921,0.7747904636831775,lgVD_train
2200,0.591064607,0.691271070054188,lgVD_train
2206,-0.113509275,-0.1147172412461331,lgVD_train
2244,-0.657577319,-0.5756845369744518,lgVD_train
2249,-0.022276395,0.0778332779338435,lgVD_train
2267,1.176091259,0.6786351592607768,lgVD_train
2369,0.681241237,0.5809137675984337,lgVD_train
2372,-0.173925197,0.3677990429820277,lgVD_train
