PUBCHEM_CID,Actual,Predicted,Dataset
15,-1.504455662,-1.1690939263145605,lgFu_train
72,-0.101549075,-0.3237733939646068,lgFu_train
135,-0.188090026,-0.4248588621387839,lgFu_train
191,-0.161150909,-0.016799143474465164,lgFu_train
214,-1.096910018,-1.1074303011494748,lgFu_train
237,-0.987162775,-1.6167076933113935,lgFu_train
241,-0.337242168,-0.7354640113051818,lgFu_train
253,-0.09691001,-0.3335819606836027,lgFu_train
288,-0.001087096,0.2023024023603244,lgFu_train
322,-0.458420762,-0.7913309055586734,lgFu_train
323,-0.716156253,-0.8266985736573556,lgFu_train
335,-0.420168459,-0.5804806846246885,lgFu_train
338,-0.931814138,-0.6559693614525122,lgFu_train
342,-0.440093375,-0.5822549505452415,lgFu_train
356,-0.986867724,-1.100130843312097,lgFu_train
370,-0.166215622,-0.42095264411992817,lgFu_train
401,-0.09691001,0.09510465089144693,lgFu_train
444,-0.434752706,-0.6563497804522253,lgFu_train
460,-0.244887734,-0.4394965432160937,lgFu_train
564,-0.03621217,-0.2240957498588139,lgFu_train
568,-3.0,-1.8743371494279097,lgFu_train
581,-0.769551079,-0.6293036214842079,lgFu_train
596,-0.041615157,0.044256435356148066,lgFu_train
698,-1.393618635,-1.150818926627147,lgFu_train
709,-0.570651515,-0.806481949558448,lgFu_train
727,-1.568100731,-1.4761452622287012,lgFu_train
815,-0.004364805,0.00040523160295477534,lgFu_train
836,-0.086627728,-0.296579952394542,lgFu_train
838,-0.301029996,-0.3039180369136316,lgFu_train
861,-1.698970004,-1.5103578105027402,lgFu_train
904,-0.031517049,-0.2754757454659788,lgFu_train
931,-1.8069332,-1.4761770117454185,lgFu_train
938,-0.210709505,-0.15185638986833466,lgFu_train
951,-0.301029996,-0.24508405198328542,lgFu_train
957,-0.189095719,-0.8717481381064696,lgFu_train
971,-0.001087096,-0.16193906140704337,lgFu_train
978,-0.11577123,-0.2539793789232741,lgFu_train
980,-0.810165983,-0.9379730516868332,lgFu_train
992,-1.527148513,-2.131623999297146,lgFu_train
1027,-0.698970004,-1.246425213072722,lgFu_train
1046,-0.045757491,0.07437583970889992,lgFu_train
1054,-0.001087096,-0.2257855258943334,lgFu_train
1065,-0.789146639,-0.7251965962764552,lgFu_train
1072,-0.397940003,-0.4589120105428337,lgFu_train
1130,-1.096910013,-0.7157424182353355,lgFu_train
1134,-0.014573526,-0.04936878911347798,lgFu_train
1140,-0.522878745,-0.6566793212588736,lgFu_train
1148,-0.698970004,-0.7074876454370291,lgFu_train
1183,-0.492144128,-0.5877791577221237,lgFu_train
1206,-0.070581072,-0.41139757718619324,lgFu_train
1207,-0.276708554,-0.6301364242895123,lgFu_train
1211,-0.241592809,-0.5912694322111914,lgFu_train
1234,-1.0,-1.1197625711643509,lgFu_train
1287,-1.055517318,-1.2239142765742619,lgFu_train
1480,-1.896196279,-1.8046113716537446,lgFu_train
1486,-1.38695141,-1.47042878061285,lgFu_train
1489,-2.116007775,-1.7372556584420495,lgFu_train
1546,-0.0275066,-0.1619159250331935,lgFu_train
1615,-0.455931962,-0.5330823213268976,lgFu_train
1732,-1.140861703,-0.9553585990075519,lgFu_train
1744,-2.721246399,-2.1491768019684945,lgFu_train
1775,-1.0,-1.0612451013310684,lgFu_train
1923,-0.926645015,-0.8678798762278015,lgFu_train
1935,-0.346787486,-0.6536853495199435,lgFu_train
1971,-0.301029996,-0.3686478203206924,lgFu_train
1973,-1.46470588,-1.5495592275228944,lgFu_train
1981,-1.0,-1.6058245291029254,lgFu_train
1982,-0.061282438,0.009296556083382854,lgFu_train
1983,-0.055517328,-0.46855206112684633,lgFu_train
1986,-1.221848753,-0.4667668441709877,lgFu_train
1988,-0.804515477,-0.9114656643591257,lgFu_train
1989,-0.602059991,-1.2210092418202012,lgFu_train
1997,-0.698970004,-0.6246515129334946,lgFu_train
2021,-0.022276397,-0.11424409188056976,lgFu_train
2078,-0.873462748,-0.8315823392956084,lgFu_train
2082,-0.931481269,-1.1439609339329195,lgFu_train
2083,-0.045757491,-0.2548293908350868,lgFu_train
2086,-0.318017926,-0.49735062971913585,lgFu_train
2087,-1.872963349,-1.9220713747020008,lgFu_train
2088,-0.677780716,-0.24202722554008568,lgFu_train
2092,-0.93930216,-0.588415127516638,lgFu_train
2118,-0.698970004,-1.3965144448198255,lgFu_train
2119,-0.657577319,-0.5859329191926298,lgFu_train
2123,-1.22184875,-0.9670769758997784,lgFu_train
2130,-0.48148606,-0.3892512629744448,lgFu_train
2132,-1.0,-0.6881173978816476,lgFu_train
