PUBCHEM_CID,ID_trend_pbpk,Name_final,Drug_Name,class,class_control,scenario_A,scenario_B,scenario_control_A,scenario_control_B,ECCS_Class,ECCS_new,clearance_group,ionization_group,logP_bin,Vd_bin,dataset_s2,Mole_Wh,Mole_Wh_key,MW_s2,LogP,LogP_key,LogP_s2,pKa1,pKa2,pKa1_key,pKa2_key,CompoundType_key,Fu,Fu_key,Fu_s2,Fu_obs_s2,Fu_pred_s2,VD,VD_key,VD_s2,VD_obs_s2,VD_pred_s2,CLRbase,CLRbase_s2,CLint_H_extra,CL_MetPoBas_s2,CL_MetBas_s2,CL_MetBas_key,CLsys_obs_s2,CLsys_pred_s2,Pcnt3AMetCL,ActiveUptakeHep,BiliaryClearanceType,EnteredPeff,MDCKValue,PAMPAValue,KpPredictionMethod,KpPredictionMethod_key,clearance_ref_cas,clearance_ref_in_vivo_clintu_ml_min_kg,clearance_ref_hepatocyte_clintu_ml_min_kg,clearance_ref_hlm_clintu_ml_min_kg,clearance_ref_human_cl_ml_min_kg,clearance_ref_primary_mechanism,clearance_ref_mechanism_code,clearance_ref_mechanism_pct_ref,clearance_ref_mechanism_comments,clearance_ref_mechanism_notes,abs_log2_A,abs_log2_B,fe_cmax_abs_A,fe_cmax_abs_B,fe_auc_abs_A,fe_auc_abs_B,time_within_2fold_A,time_within_2fold_B,delta_score_conc_v3_minus_v2,delta_score_auc_v3_minus_v2,delta_score_cmax_v3_minus_v2,delta_time_within_2fold_v3_minus_v2
4192.0,811,midazolam,Midazolam,Both acceptable,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Metabolism-leaning,Neutral/Other,2-4,Mid,Geci+Simcyp+Trend,325.8,325.8,325.8,3.53,3.864,3.53,6.0,0.0,5.28,0.0,3,0.032,0.052127465,0.032,0.017,0.0669878305386357,0.88,1.286,0.88,1.1,1.60294761256275,0.085,1.5,0.0,96.9,25.6,23.17825309,0.318,0.3311179013527157,100.0,1.0,0,1.0,70.1,50.0,1,0,59467-70-8,390.0,42.0,315,5.3,metabolic,M1,"Heizmann P; Ziegler W H  Excretion and metabolism of 14C-midazolam in humans following oral dosing.    Arzneimittel-Forschung  (1981),  31(12a),  2220-3.  Journal code: 0372660.  ISSN:0004-4172.  PubMed ID 7199324 AN 1982135009    MEDLINE",,,0.2947,1.0702,0.765,0.9295,0.2566,0.7711,1.0,0.6154,0.7755000000000001,0.5145,0.16449999999999998,-0.38460000000000005
5281040.0,832,montelukast,Montelukast,Refinement,Prefer v0_baseline_simcyp,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_1B,Class1,Mixed/Other,Acidic,>4,High,Geci+Simcyp+Trend,586.2,586.2,586.2,8.35,5.252,8.35,2.7,5.8,4.83,0.0,2,0.004,0.004204546,0.004,0.002,0.00374857862121964,3.0,0.333,3.0,0.15,0.859976494589764,0.0004,9.66,0.0,20.0,1e-05,9.596524788,0.0408,0.13709321125630858,1e-05,1.0,0,1.0,50.0,50.0,1,0,158966-92-8,182.0,76.0,,0.68,metabolic,M1,"Chiba M; Xu X; Nishime J A; Balani S K; Lin J H  Hepatic microsomal metabolism of montelukast, a potent leukotriene D4 receptor antagonist, in humans.    Drug metabolism and disposition: the biological fate of chemicals  (1997),  25(9),  1022-31.  Journal code: 9421550.  ISSN:0090-9556.  PubMed ID 9311616 AN 1997456302    MEDLINE",,,1.4353,2.2636,1.5263,2.5677,0.4775,1.4318,0.7333,0.0,0.8282999999999998,0.9542999999999999,1.0413999999999999,-0.7333
4485.0,875,nifedipine,Nifedipine,Both acceptable,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Metabolism-leaning,Acidic,2-4,Mid,Geci+Simcyp+Trend,346.3,346.3,346.3,2.69,1.258,2.69,2.39,0.0,0.0,0.0,0,0.04,0.085439799,0.04,0.044,0.0235123390676282,0.77,1.08,0.77,0.79,3.38301256637287,0.031,1.71,0.0,62.2,32.37,42.2780219,0.438,0.6039717414202785,100.0,1.0,0,1.0,61.0,13.4,2,0,21829-25-4,242.0,60.0,178,7.3,metabolic,M1,"Horster, F. A.; Duhm, B.; Maul, W.; Medenwald, H.; Patzschke, K.; Wegner, L. A.  Clinical studies on the pharmacokinetics of radiolabeled 4-(2-nitrophenyl)-2,6-dimethyl-3,5-bis(methoxycarbonyl)-1,4-dihydropyridine.    Arzneimittel-Forschung  (1972),  22(2),  330-4.  CODEN: ARZNAD  ISSN:0004-4172.  CAN 77:69945  AN 1972:469945    CAPLUS",,,0.4348,0.5174,0.0139,0.4418,0.0556,0.4027,0.8667,0.8,0.08259999999999995,0.3471,0.4279,-0.06669999999999998
4595.0,907,ondansetron,Ondansetron,Prefer v3_CLsys,Prefer v1_control_minimal,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Mixed/Other,Basic,2-4,High,Simcyp+Trend,293.4,293.4,293.4,2.14,1.981,2.14,7.4,0.0,7.11,0.0,3,0.27,0.382212289,0.27,0.27,0.172570378640821,3.0,1.879,3.0,1.8,1.40596953385634,0.9,3.13,0.0,43.0,28.4,18.79907518,0.348,0.26855821692276,1e-05,1.0,0,1.0,50.0,50.0,1,0,99614-02-5,29.0,3.6,,5.8,metabolic,M1,"Saynor D A; Dixon C M  The metabolism of ondansetron.    European journal of cancer & clinical oncology  (1989),  25 Suppl 1 S75-7.  Journal code: 8112045.  ISSN:0277-5379.  PubMed ID 2533904 AN 1990168926    MEDLINEDixon C M; Colthup P V; Serabjit-Singh C J; Kerr B M; Boehlert C C; Park G R; Tarbit M H  Multiple forms of cytochrome P450 are involved in the metabolism of ondansetron in humans.    Drug metabolism and disposition: the biological fate of chemicals  (1995),  23(11),  1225-30.  Journal code: 9421550.  ISSN:0090-9556.  PubMed ID 8591723 AN 1996157458    MEDLINE",,,1.537,0.498,0.4607,0.3521,1.1484,0.4538,0.28,0.96,-1.039,-0.6946000000000001,-0.10859999999999997,0.6799999999999999
43815.0,938,paroxetine,Paroxetine,Refinement,Refinement,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Mixed/Other,Basic,2-4,High,Simcyp+Trend,329.4,329.4,329.4,3.55,3.289,3.55,9.66,0.0,9.6,0.0,3,0.05,0.124280584,0.05,0.06,0.0656121592019067,12.48,4.385,12.48,18.0,6.11434530957249,0.5,0.0,0.0,241.5,1e-05,6.841921708,1.08,0.09774173868825586,1e-05,1.0,0,1.0,50.0,50.0,1,0,61869-08-7,,,,18.0,metabolic,M1,"Haddock R E; Johnson A M; Langley P F; Nelson D R; Pope J A; Thomas D R; Woods F R  Metabolic pathway of paroxetine in animals and man and the comparative pharmacological properties of its metabolites.    Acta psychiatrica Scandinavica. Supplementum  (1989),  350 24-6.  Journal code: 0370365.  ISSN:0065-1591.  PubMed ID 2530779 AN 1990052641    MEDLINE","After administration of 30, 60, and 90 mg of pamidronate disodium over 4 hours, and 90 mg of pamidronate disodium over 24 hours, an overall mean ± SD of 46 ± 16% of the drug was excreted unchanged in the urine within 120 hours. Cumulative urinary excretion was linearly related to dose. The mean ± SD elimination half-life is 28 ± 7 hours. Mean ± SD total and renal clearances of pamidronate were 107 ± 50 mL/min and 49 ± 28 mL/min, respectively. The rate of elimination from bone has not been determined.",,0.5561,2.0167,1.5853,0.4532,0.4186,2.1234,0.9474,0.0526,1.4606000000000001,1.7048,-1.1320999999999999,-0.8948
4754.0,963,phenacetin,Phenacetin,Prefer v2_CLint,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Mixed/Other,Acidic,<2,Mid,Geci+Simcyp+Trend,179.22,179.22,179.22,1.58,1.68,1.58,0.5,0.0,0.0,0.0,0,0.474,0.381586961,0.474,0.47,0.465054439938913,1.5,0.881,1.5,1.4,1.00620721707206,0.0,0.678,0.0,107.2,48.0,21.26350797,1.26,0.30376439955064144,0.0,1.0,0,1.0,50.0,50.0,1,0,62-44-2,687.0,24.0,34,21.0,,,,,,0.9646,1.5697,0.0716,0.5452,0.9318,1.5516,0.5,0.25,0.6051000000000001,0.6198000000000001,0.4736,-0.25
4763.0,967,phenobarbital,Phenobarbital,Both acceptable,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_1A,Class1,Mixed/Other,Basic,<2,Low,Simcyp+Trend,232.24,232.24,232.24,1.47,1.185,1.47,7.3,0.0,7.3,0.0,2,0.49,0.221786107,0.49,0.49,0.468204337786386,0.54,0.455,0.54,0.54,0.777385011697717,0.074,0.0,0.0,0.31,1e-05,10.02893526,0.00378,0.1432705037834343,1e-05,1.0,0,1.0,50.0,50.0,1,0,50-06-6,,,,0.063,,,"Boreus L O; Jalling B; Kallberg N  Phenobarbital metabolism in adults and in newborn infants.    Acta paediatrica Scandinavica  (1978),  67(2),  193-200.  ","In adults 40% of single dose excreted in eight days, 16% of this unchanged in urine and 24% attributed to oxidative metabolism",,0.1766,0.4493,0.3088,0.0787,0.218,0.5039,1.0,0.8182,0.27269999999999994,0.28590000000000004,-0.23010000000000003,-0.18179999999999996
1775.0,973,phenytoin,Phenytoin ER,Both acceptable,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,,,Mixed/Other,Basic,2-4,Low,Geci+Simcyp+Trend,252.28,252.28,252.28,2.47,2.201,2.47,8.15,0.0,8.15,0.0,2,0.1,0.129905107,0.1,0.13,0.193186324134935,0.57,0.575,0.57,0.43,0.608540641538586,0.0149,0.0,0.0,2.02,1.88,0.458454453,0.0222,0.0065493493246526,1e-05,1.0,0,1.0,50.0,50.0,1,0,57-41-0,65.0,2.1,,0.37,metabolic,M1," Kadar, D.; Fecycz, T. D.; Kalow, W.The fate of orally administered [4-​14C]​phenytoin in two healthy male volunteers. Can J Physiol Pharmacol. 1983,61,403–407.//cited also by Aliwarga, Theresa; Cloyd, James C.; Goel, Varun; Brundage, Richard C.; Marino, Susan E.; Leppik, Ilo E.; Remmel, Rory P. Excretion of the Principal Urinary Metabolites of Phenytoin and Absolute Oral Bioavailability Determined by Use of a Stable Isotope in Patients With Epilepsy. Ther. Drug Monit. 2011, 33, 56-63.",The elimination and recovery has been variable. See Aliwarga et al. 2011.,,0.514,0.6451,0.0726,0.5468,0.1481,0.9346,1.0,0.8,0.1311,0.7865,0.47419999999999995,-0.19999999999999996
57417226.0,1001,posaconazole,Posaconazole DR Tablet,Prefer v2_CLint,Prefer v0_baseline_simcyp,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_4; High_MWt,Class4,Uptake/Biliary-influenced,Multiprotic/Other,>4,High,Simcyp+Trend,700.8,700.8,700.8,4.6,3.948,4.6,4.6,3.6,3.69,2.81,1,0.013,0.02398,0.013,0.013,0.024596844298769,3.0,1.483,3.0,3.8,4.93126581073009,0.0,0.0,0.0,7.31,6.54,16.86197891,0.258,0.24088541295044003,1e-05,26.6,0,1.0,50.0,50.0,1,0,171228-49-2,,,,4.3,,,"Krieter, Philip; Flannery, Brian; Musick, Timothy; Gohdes, Mark; Martinho, Monika; Courtney, Rachel Disposition of posaconazole following single-​dose oral administration in healthy subjects. Antimicr. Ag. Chemother., 2004, 48, 3543-3551.","p.o. dose. The mean total amt. of radioactivity recovered was 91.1​%; the cumulative excretion of radioactivity in feces and in urine was 76.9 and 14.0​% of the dose, resp.  Most of the fecal radioactivity was assocd. with posaconazole, which accounted for 66.3​% of the administered dose; however, urine contained only trace amts. of unchanged posaconazole. ",,0.5789,1.1509,0.0762,1.1198,0.625,1.262,1.0,0.3333,0.5720000000000001,0.637,1.0435999999999999,-0.6667000000000001
54687.0,1009,pravastatin ,Pravastatin,Refinement,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_3B,Class3,Uptake/Biliary-influenced,Acidic,2-4,Low,Geci+Simcyp+Trend,424.53,424.53,424.53,2.2,1.242,2.2,4.55,0.0,4.83,0.0,2,0.485,0.097592791,0.485,0.5,0.355621935245716,0.46,0.32,0.46,0.46,0.563976007825542,27.218,0.019,0.216,20.0,59.778,35.61984799,0.84,0.5088549713456357,1e-05,1.0,1,1.0,50.0,50.0,1,0,81093-37-0,,,,14.0,mixed,,"Hatanaka T  Clinical pharmacokinetics of pravastatin: mechanisms of pharmacokinetic events.    Clinical pharmacokinetics  (2000),  39(6),  397-412.  Journal code: 7606849.  ISSN:0312-5963.  PubMed ID 11192473 AN 2001146368    MEDLINE See also PDR3D Accessed August 24 2012 http://www.pdr3d.com/detail.php?c=58951#section-12","Hatanaka's review article reveals a relatively even distribution of metabolic, renal and biliary elimination",,1.4625,1.0481,0.6014,0.1645,1.2081,1.0229,0.375,0.375,-0.4143999999999999,-0.18520000000000003,-0.43690000000000007,0.0
4911.0,1018,probenecid,Probenecid,Prefer v2_CLint,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_1A,Class1,Mixed/Other,Acidic,2-4,Low,Geci+Simcyp+Trend,285.36,285.36,285.36,3.21,1.573,3.21,3.4,0.0,3.65,0.0,2,0.1,0.15251958,0.1,0.13,0.505979257027984,0.15,0.245,0.15,0.13,0.236010117985447,0.09,32.3,0.0,20.0,1.225,8.466225734,0.015,0.12094608190868257,1e-05,1.0,0,1.0,50.0,50.0,1,0,57-66-9,,,,0.25,metabolism,M1,"Urinary excretion of probenecid and its metabolites in humans as a function of dose.     Melethil, Srikumaran; Conway, Walter D.    Sch. Pharm.,  State Univ. New York,  Buffalo,  NY,  USA.    Journal of Pharmaceutical Sciences  (1976),  65(6),  861-5.  ","From 75 to 88% of the dose was found in the urine, unchanged drug accounts for 4-13% of the dose",,0.203,1.6696,0.1185,0.9369,0.1414,1.5063,1.0,0.2857,1.4666,1.3649,0.8184,-0.7142999999999999
441074.0,1041,quinidine,Quinidine,Both acceptable,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Metabolism-leaning,Multiprotic/Other,2-4,High,Simcyp+Trend,324.4,324.4,324.4,2.81,2.192,2.81,4.2,8.8,7.79,4.14,1,0.202,0.156018326,0.202,0.26,0.21175954883171,3.83,2.604,3.83,2.9,2.5383804659397,3.87,6.15,0.0,19.3,13.3,11.57610884,0.24,0.16537298345881285,95.0,1.0,0,1.0,43.2,50.0,0,0,56-54-2,24.0,17.0,16,4.0,metabolic,M3,"Ochs H R; Greenblatt D J; Woo E  Clinical pharmacokinetics of quinidine.    Clinical pharmacokinetics  (1980),  5(2),  150-68.  Journal code: 7606849.  ISSN:0312-5963.  PubMed ID 6988137 AN 1980155724    MEDLINE. Hinted at metaboliuc elimination in liver by PDR3D. Accessed August 24 2012. http://www.pdr3d.com/detail.php?c=73959#section-3. No quantitative data available.",renal elimination accounts for 15 to 40% of unchanged drug,,0.422,0.5482,0.21,0.0208,0.0855,0.4619,0.9444,0.7778,0.12620000000000003,0.37639999999999996,-0.18919999999999998,-0.16659999999999997
77999.0,1094,rosiglitazone,Rosiglitazone,Refinement,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_1A,Class1,Mixed/Other,Zwitterion,2-4,Low,Geci+Simcyp+Trend,357.427,357.427,357.427,2.88,1.501,2.88,7.64,6.43,7.14,5.86,5,0.0037,0.020109515,0.0037,0.002,0.00897298128621152,0.162,0.481,0.162,0.2,1.16917396503996,0.0,5.23,0.0,3.0,2.7,6.517800866,0.039,0.09311144094890457,0.0,1.0,0,6.522,34.3,50.0,2,0,122320-73-4,,,,0.65,metabolic,M1,,,,3.4571,1.6809,0.3187,0.9307,2.1163,1.683,0.2222,0.2222,-1.7762,-0.4332999999999998,0.612,0.0
446157.0,1095,rosuvastatin,Rosuvastatin,Refinement,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_3B,Class3,Uptake/Biliary-influenced,Acidic,2-4,Mid,Geci+Simcyp+Trend,481.54,481.54,481.54,2.4,1.601,2.4,4.27,0.0,4.54,0.0,2,0.107,0.061798662,0.107,0.12,0.0661647332600141,1.73,0.351,1.73,1.7,0.471827025545903,13.6,0.085,6.46,242.4,48.9,17.06263893,0.66,0.24375198473215284,1e-05,1.0,1,1.0,0.75,50.0,1,0,287714-41-4,,,,11.0,metabolic,M3,,,,2.3342,2.1063,0.418,1.6065,1.6079,1.7483,0.1842,0.1842,-0.2279,0.14039999999999986,1.1885000000000001,0.0
464205.0,1197,tenofovir,Tenofovir,Prefer v3_CLsys,Prefer v0_baseline_simcyp,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_3A,Class3,Mixed/Other,Multiprotic/Other,<2,High,Simcyp+Trend,287.21,287.21,287.21,-2.21,-1.118,-2.21,6.5,3.6,1.77,6.64,0,0.992,0.878878978,0.992,0.93,0.688859858311932,3.0,0.335,3.0,0.83,0.405127403884813,0.0,0.0004,0.0,20.0,1e-05,14.04202045,0.186,0.20060029220225,1e-05,1.0,0,1.0,50.0,50.0,1,0,147127-20-6,,,,3.1,renal,R1,PDR Accessed December 17 2012. http://www.pdr3d.com/detail.php?c=583#section-4,"Following IV administration of tenofovir, approximately 70–80% of the dose is recovered in the urine as unchanged tenofovir within 72 hours of dosing.",,2.4561,0.7836,1.2236,0.4324,2.7362,0.3472,0.1818,0.6364,-1.6725000000000003,-2.3890000000000002,-0.7912,0.4546
5505.0,1245,tolbutamide,Tolbutamide,Prefer v2_CLint,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_1A,Class1,Mixed/Other,Neutral/Other,2-4,Low,Geci+Simcyp+Trend,270.3,270.3,270.3,2.34,1.845,2.34,5.27,0.0,5.21,0.0,2,0.044,0.046185965,0.044,0.05,0.0581606161815441,0.105,0.252,0.105,0.12,0.183187220857168,0.0015,0.031,0.0,0.9,1.1,0.623484632,0.0126,0.008906923311058856,0.0,1.0,0,1.0,50.0,50.0,1,0,64-77-7,4.7,3.4,1.5,0.21,Metabolic,M1,PDR Accessed December 17 2012 http://www.pdr3d.com/detail.php?c=42410#section-3," The p-methyl group is oxidized to form a carboxyl group, converting tolbutamide into the totally inactive metabolite 1-butyl-3-p-carboxy-phenylsulfonylurea, which can be recovered in the urine within 24 hours in amounts accounting for up to 75% of the administered dose.",,0.6804,0.849,0.4701,1.3125,0.3298,0.1575,0.7143,0.7143,0.16859999999999997,-0.17229999999999998,0.8424,0.0
60846.0,1293,valsartan,Valsartan,Refinement,Refinement,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_3B,Class3,Uptake/Biliary-influenced,Multiprotic/Other,2-4,Low,Geci+Simcyp+Trend,435.52,435.52,435.52,3.49,3.34,3.49,4.73,3.9,3.57,4.46,0,0.056,0.020413751,0.056,0.04,0.00951521233168855,0.23,0.353,0.23,0.22,0.187992790740685,0.62,0.9,0.0,20.0,2.19,5.319475587,0.0294,0.07599250839112029,1e-05,1.0,1,1.0,50.0,50.0,1,0,137862-53-4,,,,0.49,biliary,B1,"Yamashiro, Wakaba; Maeda, Kazuya; Hirouchi, Masakazu; Adachi, Yasuhisa; Hu, Zhuohan; Sugiyama, Yuichi. Involvement of transporters in the hepatic uptake and biliary excretion of valsartan, a selective antagonist of the angiotensin II AT1-receptor, in humans. Drug Metabolism and Disposition (2006), 34(7), 1247-1254.","~80% biliary and ~20% renal unchanged.
Few amount of metalbiltes",,1.642,2.7991,3.4235,4.0776,1.235,2.7712,0.3333,0.0,1.1571000000000002,1.5361999999999998,0.6541000000000001,-0.3333
2520.0,1300,verapamil,Verapamil_IR,Refinement,Prefer v0_baseline_simcyp,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Metabolism-leaning,Basic,2-4,High,Geci+Simcyp+Trend,454.6,454.6,454.6,3.98,3.23,3.98,8.78,0.0,8.43,0.0,3,0.09,0.109003259,0.09,0.093,0.169778105844552,5.366,5.155,5.366,3.7,3.30161200491237,6.672,0.5,0.0,85.4,52.2,44.39045029,1.08,0.6341492898778857,100.0,1.0,0,6.085,41.5,50.0,1,0,52-53-9,750.0,106.0,236,18.0,metabolic,M1,"M. Eichelbaum, A. Somogyi, G. E. von Unruh, and H. J. Dengler. Simultaneous Determination of the Intravenous and Oral Pharmacokinetic Parameters of D,L-Verapamil Using Stable Isotope-Labelled Verapamil. Eur. J. Clin. Pharmacol. (1981) 19, 133-137","""Verapamil is completely absorbed and is excreted essentially as metabolites in urine with very little unchanged drug (Schomerus M et al. Physiological disposition of verapamil in man. Cardiovasc Res (1976) 10:605-612)""",,1.1344,1.2931,0.2395,0.7101,1.2228,1.5574,0.3667,0.4,0.15869999999999984,0.3345999999999998,0.47059999999999996,0.033299999999999996
71616.0,1319,voriconazole,Voriconazole,Prefer v2_CLint,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Mixed/Other,Acidic,<2,High,Geci+Simcyp+Trend,349.31,349.31,349.31,1.71,2.463,1.71,1.91,0.0,2.42,0.0,3,0.42,0.215209706,0.42,0.42,0.37730757466655,2.44,1.571,2.44,2.2,1.3829898857957,0.09,0.0,0.0,20.0,1e-05,4.499092678,0.498,0.06427275253830743,1e-05,1.0,0,1.0,50.0,50.0,1,0,137234-62-9,,,,8.3,metabolic,M1,Roffey et al.,Reported quantitation of metabolites reaching 70%.,,1.1708,2.341,0.6594,0.0017,0.6208,2.5109,0.4375,0.25,1.1702000000000001,1.8901,-0.6577,-0.1875
54678486.0,1323,warfarin,S-Warfarin,Refinement,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_1A,Class1,Mixed/Other,Neutral/Other,2-4,Low,Simcyp+Trend,308.3,308.3,308.3,2.7,2.332,2.7,5.1,0.0,5.09,0.0,2,0.009,0.018757,0.009,0.015,0.00754726871491198,0.114,0.378,0.114,0.13,0.286406282328556,0.003,0.074,0.0,0.26,0.25,1.677792228,0.0033,0.023968460393286,0.0,1.0,0,1.0,44.0,50.0,1,0,81-81-2,3.8,3.0,2,0.055,metabolic,M1,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/009218s108lbl.pdf. Accessed March 15 2012.,Studies with radiolabeled drug have demonstrated that up to 92% of the orally administered dose is recovered in urine. Very little warfarin is excreted unchanged in urine. Urinary excretion is in the form of metabolites,,0.8925,2.0352,1.0193,2.3896,0.4311,1.8539,0.75,0.0625,1.1427,1.4228,1.3703,-0.6875
35370.0,1341,zidovudine,Zidovudine,Prefer v2_CLint,Both acceptable,v2_CLint,v3_CLsys,v0_baseline_simcyp,v1_control_minimal,Class_2,Class2,Renal-leaning,Basic,<2,Mid,Geci+Simcyp+Trend,267.24,267.24,267.24,0.05,-0.246,0.05,9.7,0.0,9.45,0.0,2,0.8,0.610826059,0.8,0.8,0.0560050224940743,1.04,0.814,1.04,1.8,0.594512036805813,15.5,0.0149,0.0,175.4,106.8,23.65558835,1.5,0.3379369764371343,1e-05,1.0,0,1.0,50.0,50.0,1,0,30516-87-1,377.0,6.2,,25.0,metabolic,M1,"Veal, Gareth J.; Back, David J. Metabolism of Zidovudine. General Pharmacology (1995), 26(7), 1469-1475",,,0.8398,2.263,0.018,1.2745,0.6765,2.1745,0.5882,0.0588,1.4232,1.4980000000000002,1.2565,-0.5294
