PUBCHEM_CID,SMILES,lgCL,lgVD,lgFu,CL_train_test,VD_train_test,Fu_train_test
208898,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,0.300986564,1.301029996,-3.045757491,test,test,test
208901,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,-2.630784143,-0.886056648,,train,train,
208902,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,-0.104577454,0.021189299,,train,train,
208908,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,,,-2.292513326,,,test
208914,O=C1c2ccc3ccccc3c2C(=O)N1CCNCCCNCCN1C(=O)c2ccc3ccccc3c2C1=O,-0.465973894,1.079181246,,train,train,
213013,O=C(NC1C=CC=CC=1C1C=CC(Cl)=CC=1)C1C=CC=NC=1Cl,,,-1.499365643,,,train
213016,CC(=NOCC1C=CC=CC=1C(=NOC)C(=O)OC)C1=CC(=CC=C1)C(F)(F)F,,,-2.142667504,,,train
213021,CC(=NC#N)N(C)CC1=CN=C(Cl)C=C1,,,-0.241851693,,,train
213023,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,,,-0.1837587,,,train
213027,CN/C(/NCC1=CN=C(Cl)S1)=N[N+]([O-])=O,,,-0.293680578,,,test
213031,CC1(CCCCC1)C(=O)NC1C=CC(O)=C(Cl)C=1Cl,,,-1.240088011,,,train
213032,CC1(OC(=O)N(NC2C=CC=CC=2)C1=O)C1C=CC(=CC=1)OC1C=CC=CC=1,,,-2.013228266,,,test
213039,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,-0.329197716,0.775038015,,train,train,
213043,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)c2c(c1OC)OC(C=C2)C1CC1,,,-1.15490196,,,test
213046,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,0.524117817,1.945398237,,train,train,
214348,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,-1.297569464,-0.698970004,-2.0,train,train,train
214350,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,-0.045757491,1.0,,train,train,
214351,COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,-1.358525889,-0.721246399,,train,train,
214356,O=P(O)(O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.107905397,-0.823908741,-1.380211243,test,test,test
215639,O=C1NC=NC2SC=C(C=21)C1C=CC=CC=1,,,-0.863913903,,,train
216210,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,-0.936291441,-0.070581074,-0.276708554,test,test,test
216232,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N4CC4)[C@H](OS(C)(=O)=O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,0.149957709,0.469822016,,train,train,
216235,CC1C=C2OCOC2=CC=1CC(=O)C1SC=CC=1S(=O)(=O)NC1ON=C(C)C=1Cl,,,-2.0,,,train
216262,CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1,-0.91649738,-0.657577319,,train,train,
216454,N#Cc1ccc(Cn2cncc2CN2CCN(c3cccc(Cl)c3)C(=O)C2)cc1,-0.716698771,-0.096910013,,train,train,
216466,CCCn1c(=O)c2[nH]c(C34CCC(CCC(=O)O)(CC3)CC4)nc2n(CCC)c1=O,-1.188424994,-0.119186408,,train,train,
216468,NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1,-1.364516253,-0.167491087,-1.698970004,train,train,train
216866,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1NC,-0.226213555,0.397940009,,train,train,
219022,CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,0.209515015,1.755874856,,train,train,
219023,CC[C@@]1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(F)c(F)cc3nc2-1,-0.296536658,0.152288344,,train,train,
219024,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,-0.358525889,-0.026872146,,train,train,
219078,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,-1.465973894,-0.236572006,,train,train,
219100,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,0.549738731,0.190331698,,train,train,
219101,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,0.209515015,0.643452676,,train,train,
222284,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,-2.920818754,-0.522878745,,train,train,
242973,C(CCC1NC2=CC=CC=C2N=1)C1NC2=CC=CC=C2N=1,,,-2.508638306,,,test
248862,COC1N=C(N)N=C2C=1N=CN2C1OC(CO)C(O)C1O,,,-0.10145764,,,test
249098,CC12CCC3C(CCC4CC(=O)OCC43C)C1CCC2(C)O,,,-1.301029987,,,train
254320,C(CC1NC2=CC=CC=C2N=1)C1NC2=CC=CC=C2N=1,,,-0.795880017,,,train
256278,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC21C,,,-0.221848742,,,train
259329,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,-1.248720896,-0.920818754,,train,train,
262961,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,-0.032184683,0.444936571,-2.0,train,train,train
272833,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,-0.598599459,-0.522878745,,train,train,
274115,CC1C=CC(=CC=1)S(=O)(=O)NC1=CC2OC(C)=NC=2C=C1,,,-1.679853714,,,train
274159,CC12CCC(O)CC1CCC1C2CCC2(C)C(CCC21O)C1COC(=O)C=1,,,-1.145693958,,,train
275196,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,0.005523693,0.361727836,,train,train,
293810,CC1=CSC(N)=C1C(N)=O,,,-0.489857301,,,train
294641,N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,-1.382999659,-0.301029996,,train,train,
300385,C1=CC=CC=C1C1=NNC2=CC=CC=C21,,,-1.512861625,,,train
319260,CC12CCC3C(C=CC4=CC(=O)CCC43C)C1CCC12CCC(=O)O1,,,-1.226213555,,,test
319954,NC1=NC2C=CC(F)=CC=2S1,,,-0.795880017,,,train
327044,CN(C)CCN1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O,0.317227349,1.053078443,,train,train,
354624,NC1=NC(Cl)=NC2=C1N=CN2C1OC(CO)C(O)C1F,,,-0.27572413,,,test
387447,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0.056904851,1.0,-0.769551079,train,train,train
392622,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,-0.900615367,-0.420216403,,train,train,
394397,O=C(Nc1ncc([N+](=O)[O-])s1)c1ccccc1O,,,-1.301029996,,,train
396646,NC1=NC2=CC=CC=C2SC2=CC=CC(F)=C21,,,-1.245651664,,,train
400633,CC1OC(C(O)C1O)N1C=C(F)C(NC(=O)OCCCCC)=NC1=O,,,-0.154901963,,,train
411697,COC1=CC=C2CC3C4CCC(=O)C5OC1=C2C45CCN3C,,,-0.091514981,,,train
417452,CC(=O)OC1CC(OC(C)C1O)OC1C(O)CC(OC1C)OC1C(O)CC(OC2CCC3(C)C4CC(O)C5(C)C(CCC5(O)C4CCC3C2)C2COC(=O)C=2)OC1C,,,-0.124938737,,,train
429017,CN1C2C3(CCN4CC=CC(CC)(C34)C(O)C2(O)C(N)=O)C2C=C(C(=CC1=2)OC)C1(CC2CC(O)(CN(C2)CCC2=C1NC1C=CC=CC2=1)CC)C(=O)OC,,,-0.522878745,,,train
431850,Cc1c(C)c2ccc(OCCCN3CCN(Cc4ccc(Cl)cc4)CC3)cc2oc1=O,-1.107905397,0.113943352,,train,train,
439280,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,-0.986320303,-0.096910013,,train,train,
439435,O=C(O)C(O)Cc1ccc(O)c(O)c1,0.027349608,-0.420216403,,train,train,
439739,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(CCC21)C(=O)CO,,,-0.863279433,,,test
441074,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,-0.619788758,0.462397998,,train,train,
441130,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,-0.630784143,-0.522878745,,train,train,
441140,COC1=CC(=O)C[C@H]([C@@]21Oc1c(C2=O)c(OC)cc(c1Cl)OC)C,,,-0.795880017,,,train
441199,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,-0.665546249,-0.769551079,,train,train,
441207,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,-2.588380294,-0.356547324,,train,train,
441233,N[C@@H]1CC1c1ccccc1,-0.043008782,0.314769807,,train,train,
441243,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,-0.107905397,0.556302501,-1.698970004,test,test,test
441289,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,-1.045757491,-0.698970004,,train,train,
441290,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,-0.653647026,-0.677780705,,train,train,
441300,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,-0.107905397,-0.075720714,,train,train,
441306,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,-1.48148606,-1.13667714,,train,train,
441314,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-0.991399828,-0.552841969,-0.045757491,test,test,test
441401,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,-0.966576245,-0.236572006,-0.161150909,train,train,train
441462,N#C[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,-0.9476909,-0.677780705,,train,train,
443031,COC1C=C(N=C(N=1)OC1=CC=CC(OC2=NC(=CC(=N2)OC)OC)=C1C(O)=O)OC,,,-1.974694135,,,train
443872,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,-0.84509804,-0.022276395,-0.301029996,train,train,train
443879,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,-0.297569464,0.176091259,-1.431798276,test,test,test
443891,COc1ccc(CNC[C@@H](O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,-0.272458743,0.204119983,,train,train,
443955,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,-0.436518915,0.318063335,,train,train,
444031,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,-0.142667504,0.414973348,,train,train,
444036,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.008600172,0.556302501,,train,train,
445125,O=C(O)CCCC[C@H]1CCSS1,-0.094743951,-0.958607315,,train,train,
446156,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,-0.759450752,-0.48148606,-2.096910013,test,test,test
446157,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,-0.180456064,0.230448921,-1.420216403,train,train,train
446220,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,0.283301229,0.301029996,-1.045757491,train,train,train
446284,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,-2.012589115,0.099384632,,train,train,
446541,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,-0.854492829,-0.113509275,-1.698970004,train,train,train
446598,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,-0.568636236,-0.102372909,-1.22184875,test,test,test
446987,C[C@@H]1O[C@@H]1P(=O)(O)O,-0.920818754,-0.494850022,0.0,train,train,train
447043,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,-0.22184875,1.51851394,,train,train,
447715,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,,0.945890435,,,train,
447912,OC(C1C=CC(=CC=1)N(CC(F)(F)F)S(=O)(=O)C1C=CC=CC=1)(C(F)(F)F)C(F)(F)F,,,-2.356547324,,,train
448014,COC1C=CC(CNC(=O)NC2=NC=C(S2)[N+]([O-])=O)=CC=1,,,-2.494850022,,,train
448055,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1,-0.4225082,-0.173925197,,train,train,
448545,N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1cnc[nH]1,-0.239577517,-0.075720714,,train,train,
448677,CCN=C(COc1ccc(cc1CN=C([C@@H]1CCCN1C(=O)[C@@H](C1CCCCC1)N)O)Cl)O,,,-0.823908741,,,train
449035,CC(C)(C)COC1C=CC(=CC=1C#N)N1C=C(C=N1)C(O)=O,,,-1.649751982,,,train
449193,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,-0.879426069,0.283301229,-2.301029996,test,test,test
449381,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,-0.540607512,-0.431798276,-0.013228266,train,train,train
451668,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0.892094603,0.662757832,,train,train,
452548,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,-1.943095149,-0.387216143,,train,train,
453069,CN(C)CCNC1=CC(=NC2=CC=CC=C21)C1C=CN=CC=1,,,-0.8467951,,,train
454194,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,-0.841637508,0.0,,train,train,
455041,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,-0.744727495,0.071882007,,train,train,
455468,O=C1NC2C=CC(Cl)=CC=2C(C#CC2=CC=CC=N2)(N1)C1CC1,,,0.0,,,train
456199,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,-1.254033431,0.141673694,-0.301029996,train,train,train
456255,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,-0.665546249,-0.795880017,,train,train,
456601,C[C@@H]([C@@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,-1.943095149,-0.207608311,,train,train,
457954,NC(=O)c1csc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,-0.841637508,0.041392685,,train,train,
459877,CCOC(=O)NC1C=C2NCCC(=NC2=C(N)N=1)C1C=CC=CC=1,,,-1.2644011,,,test
460612,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,-0.37675071,-0.318758763,,train,train,
461399,N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,-0.653647026,0.176091259,-0.292429824,test,test,test
464205,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,-0.730487056,-0.080921908,,train,train,
468214,Nc1ccn([C@@H]2CO[C@H](CO)S2)c(=O)n1,-0.630784143,-0.075720714,,train,train,
468595,CC[C@H](n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@@H]1CO[C@@](C1)(Cn1cncn1)c1ccc(cc1F)F)[C@@H](O)C,,,-1.698970004,,,test
470999,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,-1.318758763,-0.886056648,,train,train,
471161,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,-1.397940009,-0.408935393,,train,train,
481709,CC1C=CC(=CC=1)S(=O)(=O)N1N=CC2=CC=CC=C2B1O,,,-1.077793723,,,train
481711,OB1C2=CC=CC=C2NC(=O)N1C1C=CC=CC=1,,,-0.745935547,,,train
483477,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,-0.200659451,1.244807071,,train,train,
484898,CC(CC1CC(=O)C(C(CCC)=NOCC)C(=O)C1)SCC,,,-1.266642212,,,train
487101,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,-0.854492829,-0.455931956,,train,train,
490476,CCC(O[C@@H]1C=C(C[C@@H]([C@H]1N=C(O)C)NC(=N)N)C(=O)O)CC,,,-0.039053804,,,train
493570,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,-0.378230419,-0.247402854,,train,train,
500199,CC12CCC3C(C)CCC4C(C)C(OC(O1)C43OO2)OC,,,-0.301029996,,,train
504312,CC1C=CC(=NN=1)N1CCC(CCOC2C=CC3N=C(OCC)OC=3C=2)CC1,,,-2.552841969,,,train
504457,CC1C=CC(=NN=1)N1CCC(CCOC2C=CC3=C(C=2)ON=C3OCC)CC1,,,-2.853871964,,,train
506074,CC(=O)NCC1=CC(=CC=C1)C(O)=O,,,-0.770574152,,,train
507868,CN=C(c1ccc(c2c1[nH]cc2C(=O)C(=O)N1CCN(CC1)C(=O)c1ccccc1)F)O,,,-1.958607315,,,train
510212,CC1C=CC(=NN=1)N1CCC(CCOC2=CC=C(C=C2)C=NOCC)CC1,,,-2.552841969,,,train
515328,Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,-0.515130967,-0.040958608,,train,train,
521308,CN1CCC23C4C=CC(O)C2OC2C3=C(CC14)C=CC=2OCCN1CCOCC1,,,-0.119186411,,,train
521928,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,,-0.93404701,,,train
522636,CC12C3C(C(O)=O)C45CC(O)(CCC4C3(C=CC1O)OC2=O)C(=C)C5,,,-0.619788758,,,train
541103,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC12C,,,-1.0,,,train
541123,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C21F,,,-0.602059991,,,train
545839,CC(C)(C)C1(O)CC2OC(=O)CC23C(=O)OC2OC(=O)C(O)C231,-0.22184875,0.397940009,,train,train,
599772,CC1=NN(C2CCCCC2)C(N)=C1C1C=CC=CC=1,,,-1.349692477,,,train
610479,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,-0.847100404,-0.795880017,-2.124938737,train,train,train
616765,CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N1C=NC=N1,,,-0.814473427,,,train
619285,CC1=NN(C(N)=C1C1C=CC=CC=1)C1C=CC=CC=1,,,-1.886056648,,,test
624590,CC1(C)CC2N=C(SC=2C(=O)NC1)N1CCOCC1,,,-0.154281982,,,train
633097,CC1(C)OC2(C(CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC23C)O1)C(=O)CO,,,-0.698970004,,,train
636405,Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,-1.540607512,-0.823908741,,train,train,
636822,C/C=C/c1cc(OC)c(OC)cc1OC,-0.277366077,0.0,,train,train,
643497,CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,-0.943095149,-0.026872146,,train,train,
644006,CCOC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,-0.107905397,0.204119983,,train,train,
644019,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,-0.089909454,0.825426118,,train,train,
644073,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,0.056904851,0.69019608,,train,train,
644809,CC(C)C(NC(=O)C1=CC=C(C=C1)OCCCCC)C(O)=O,,,-1.76700389,,,test
646135,OC(=O)C1=CC2NC(=NC=2C=C1)C(F)(F)F,,,-0.996108834,,,test
647120,CC(=O)NC1CC2CCCC(C1)N2C(=O)NC1C=CC(Cl)=C(C=1)C(F)(F)F,,,-1.679853714,,,train
649290,CCOC1=CC=CC=C1C(=O)NCC1=CC=CO1,,,-1.378823718,,,train
650148,CC1C2C=C(C=CC=2NC=1C)C1=NN=C(O1)SCC(=O)N1CCCC2=CC=CC=C12,,,-2.283996656,,,train
650703,CC1C2C(=NC=NC=2SC=1C)SCC(=O)N1CCN(CC1)C(=O)C1=CC=CO1,,,-1.630784143,,,train
652840,CC1=CC(=CC(C)=C1)C1=NN=C(O1)SCC(=O)N1CCN(CC1)C(=O)C1=CC=CO1,,,-1.493494968,,,train
653473,CCN(CC)S(=O)(=O)C1C=CC(=CC=1)C1=NN=C(O1)SCC(=O)N1CCC2=CC=CC=C12,,,-2.455931956,,,train
656344,CC1C=CC(=CC=1)C1=NN=C(O1)SCC(=O)N1CCN(CC1)C1C=CC=CC=1,,,-2.744727495,,,train
656511,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-0.899629455,-1.045757491,,train,train,
656575,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)[O-])[C@H]3SC2)cc1,-0.929592678,-0.537602002,,train,train,
656982,NC(=O)N=NCC1=CC=C(O1)[N+]([O-])=O,,,-0.067526235,,,train
657237,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-0.716698771,0.342422681,,train,train,
657298,CCCc1cc(=O)[nH]c(=S)[nH]1,-0.730487056,-0.468521083,-0.744727495,train,train,train
658856,COCCNCC(=O)NC12CC3CC(C1)CC(C2)C3,,,-0.301029996,,,train
665387,O=C1NC=NC2SC=C(C=21)C1=CC=CS1,,,-1.954677021,,,train
667467,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,-0.161150909,1.136720567,,train,train,
667477,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,-0.075720714,1.079181246,,train,train,
667484,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,-0.107905397,0.431363764,,train,train,
667490,S=c1[nH]cnc2[nH]cnc12,-0.045757491,0.0,-0.075074924,train,train,train
667531,C[C@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,0.838849091,-0.731154687,,train,train,
667657,O=C(CN1C2=NCCN2C2=CC=CC=C12)C1C=CC(Cl)=CC=1,,,-0.469800302,,,train
668390,O=C(NC1=CC=CC=C1Cl)C1=CC=NN1,,,-1.179798541,,,train
669092,CC1C=C(C)C=C(C)C=1S(=O)(=O)NCC1C=CN=CC=1,,,-0.855425792,,,test
688570,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,0.269512944,0.643452676,,train,train,
688763,CC(=O)C1=CC2C=CC(=CC=2OC1=O)N(CC)CC,,,-1.142667504,,,train
697993,SC1=NC2C=CC=CC=2S1,,,-1.550856861,,,train
707035,S=C1NC2=CC=CC=C2N1,,,-0.397940009,,,train
711223,CC1=NC(=C2C=C(SC2=N1)C1C=CC=CC=1)N1CCOCC1,,,-2.37675071,,,train
731455,CC1C=CC(=CC=1)C1=CSC2N=CNC(=O)C1=2,,,-1.407823243,,,train
736152,C[C@H](S)C(=O)NCC(=O)O,-1.051587034,0.1430148,,train,train,
752807,NC(=O)C1=CC=CC2=C1NC1CCCCC=12,,,-0.552686891,,,train
752812,OCc1c(c2ccccc2)c2c(n1C)ccc(c2)N(=O)=O,,,-2.22184875,,,test
757671,O=C(NCC1=CC=CC=N1)C1=CC(=NC2=CC=CC=C21)C1C=CC=CC=1,,,-1.886056648,,,train
768655,CC1C=CC(=CC=1)S(=O)(=O)N(C)C1=CC2N=C(C)SC=2C=C1,,,-2.13076828,,,train
776740,COC1=CC=CC=C1C(=O)NC1C=CC(CC2C=CN=CC=2)=CC=1,,,-2.619788758,,,train
789893,COC1C=CC(=CC=1)C1=NC(=NO1)C1=CC=CC=N1,,,-1.619788758,,,train
804228,ClC1C=CC(OCC2=CN3C=CC=CC3=N2)=C2N=CC=CC2=1,,,-2.22184875,,,train
