PUBCHEM_CID,SMILES,lgCL,lgVD,lgFu,CL_train_test,VD_train_test,Fu_train_test
54580312,OCC(CNCc1c(onc1C(=N[C@@H]1CCC[C@@H](C1)O)O)c1ccc(cc1)C(F)(F)F)(C)C,,,-0.442492798,,,test
54580765,CS(=O)(=O)C1C=CC(=CC=1)C1C=C(C=CC=1OCC(O)=O)C(F)(F)F,,,-1.170053304,,,test
54581776,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C1C=C(C=CC=1OCC(O)=O)C(F)(F)F,,,-1.378823718,,,train
54581822,OC(=O)[C@H]1NC[C@H](C1)Oc1ccc2c(c1)OCC2,,,-0.958607315,,,test
54581862,OC(=O)[C@H]1NC[C@H](C1)Sc1cccc(c1)Cl,,,-0.795880017,,,train
54583733,CCS(=O)(=O)C1=CC(Cl)=C(C=C1)C1C=C(C=CC=1OCC(O)=O)C(F)(F)F,,,-1.630784143,,,train
54585641,N#CC1C=CC(F)=C(C=1)C1C=C(C=CC=1OCC(O)=O)C(F)(F)F,,,-1.53313238,,,train
54585642,CCS(=O)(=O)C1=CC(F)=C(C=C1)C1C=C(Cl)C=CC=1OCC(O)=O,,,-1.311580178,,,train
54585716,OC(=O)[C@H]1NC[C@H](C1)Oc1ccc(c(c1)F)Cl,,,-1.301029996,,,train
54586192,O[C@H]1CCC[C@H](C1)N=C(c1noc(c1CN[C@H](C(F)(F)F)C)c1ccc(cc1)C(F)(F)F)O,,,-1.318758763,,,test
54586637,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C1C=C(Cl)C=CC=1OCC(O)=O,,,-1.600326279,,,train
54587655,N#CC1=CC(=CC=C1)C1C=C(C=CC=1OCC(O)=O)C(F)(F)F,,,-1.8569852,,,train
54587659,CCS(=O)(=O)C1=CC(Cl)=C(C=C1)C1C=C(Cl)C=CC=1OCC(O)=O,,,-1.571865206,,,train
54587696,OC(=O)[C@H]1NC[C@H](C1)OCc1ccc(cc1)Cl,,,-0.301029996,,,train
54590906,CC1CN(C(CO1)C1C=CC=CC=1)C1C=CC2OCC(=O)NC=2N=1,,,-1.19859629,,,train
54669771,OC(=O)CCc1ccc(cc1)C#Cc1cc(Cl)nc(c1)Cl,,,-1.508638306,,,train
54670067,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,-1.200659451,-0.455931956,,train,train,
54670732,Fc1ccc(c(c1)F)[C@@H]1CN(C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1ccc(c(c1)Cl)F)C)C(C)(C)C,,,-0.795880017,,,train
54674461,COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,-1.640978055,-0.201645363,,train,train,
54676228,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-2.765916722,-0.886056648,-2.0,train,train,train
54676478,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,-2.308034897,-0.677780705,,train,train,
54677470,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,-2.142667504,-0.823908741,-2.522878745,test,test,test
54677472,F[C@H]1CN([C@@H](C1)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C,,,-0.853871964,,,train
54677473,CN1CC(C[C@H]1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)(F)F,,,-0.920818754,,,train
54677477,CN1CCOCC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O,,,-0.296708622,,,train
54677514,CN1CCN(CC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)S(=O)(=O)C,,,-0.508638306,,,test
54677537,CN1CCN(CC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C(=O)C,,,-0.522878745,,,train
54677551,CN1CCN(C(C1)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C,,,-0.552841969,,,train
54677580,CN1CCCCC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O,,,-0.271646218,,,train
54677593,O[C@H]1CN([C@@H](C1)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C,,,-0.552841969,,,test
54677595,CO[C@@H]1C[C@H](N(C1)C)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O,,,-0.602059991,,,train
54677617,CN1C[C@@H](C[C@H]1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)OCc1ccccc1,,,-1.301029996,,,train
54677623,F[C@@H]1CN([C@@H](C1)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C,,,-0.301029996,,,test
54677971,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,-2.744727495,-0.721246399,-2.045757491,test,test,test
54678486,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-2.48148606,-0.886056648,-2.0,train,train,train
54678776,CN1CCCC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O,,,-0.318758763,,,train
54681545,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,-2.920818754,-0.698970004,,train,train,
54681772,CN1CCSCC1c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O,,,-0.769551079,,,train
54682240,Fc1ccc(cc1)CN=C(c1nc2C(CCCn2c(=O)c1O)N(C(=O)CS(=O)(=O)N(C)C)C)O,,,-0.721246399,,,train
54682241,Fc1ccc(cc1)CN=C(c1nc2[C@H](CCCn2c(=O)c1O)N(C(=O)CS(=O)(=O)N(C)C)C)O,,,-0.657577319,,,train
54682245,Fc1ccc(cc1)CN=C(c1nc2n(c(=O)c1O)CCC[C@@H]2N(S(=O)(=O)N(C)C)C)O,,,-0.886056648,,,train
54682251,Fc1ccc(cc1)CN=C(c1nc2[C@H](CCCn2c(=O)c1O)N(C(=O)C(=O)N(C)C)C)O,,,-0.431798276,,,train
54682461,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,-1.784400211,-0.915679116,,train,train,
54684141,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,-3.37675071,-0.795880017,,train,train,
54698990,CN=C(c1cc(F)ccc1CN=C(c1nn2c(c1O)C(=O)N(C[C@@H]2c1ccccc1)C)O)O,,,-0.055517328,,,train
54699177,CC(=O)C[C@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,-1.11463878,-0.619788758,,train,train,
54709833,Fc1ccc(cc1)CN=C(c1nc2C(CCCn2c(=O)c1O)N(C(=O)CS(=O)(=O)C)C)O,,,-0.522878745,,,train
54709839,Fc1ccc(cc1)CN=C(c1nc2n(c(=O)c1O)CCC[C@H]2N(S(=O)(=O)N(C)C)C)O,,,-0.721246399,,,test
54716246,Fc1ccc(cc1)CN=C(c1nc2[C@H](CCCCn2c(=O)c1O)N(C(=O)C(=O)N(C)C)C)O,,,-0.721246399,,,train
54720507,CN=C(c1cc(F)ccc1CN=C(c1nn2c(c1O)C(=O)N(C[C@H]2c1ccccc1)C)O)O,,,-0.055517328,,,test
54726191,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,-1.845098049,-0.604548791,-2.045757491,train,train,train
54732242,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,,0.345233658,,,train,
54733178,Fc1ccc(cc1)CN=C(C1=C(O)C(=O)N(C1)Cc1ccccn1)O,,,-2.0,,,train
54733197,F[C@@H]1CN([C@@H](C1)c1nc(C(=NCc2ccc(c(c2)Cl)C)O)c(c(=O)n1C)O)C(=O)C,,,-1.657577319,,,train
54733202,F[C@@H]1CN([C@@H](C1)c1nc(C(=NCc2ccc(cc2)F)O)c(c(=O)n1C)O)C(=O)C,,,-0.677780705,,,train
54735090,CN=C(c1cc(F)ccc1CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O)O,,,-1.15490196,,,train
54735094,Fc1ccc(c(c1)C(=N)O)CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O,,,-1.22184875,,,train
54735095,CCN=C(c1cc(F)ccc1CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O)O,,,-1.522878745,,,train
54735096,CCCN=C(c1cc(F)ccc1CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O)O,,,-1.698970004,,,train
54735097,Fc1ccc(c(c1)C(=NC(C)C)O)CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O,,,-2.0,,,train
54735098,Fc1ccc(c(c1)C(=NCC(F)(F)F)O)CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O,,,-2.0,,,train
54735099,Fc1ccc(c(c1)C(=O)N(C)C)CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O,,,-0.744727495,,,train
54735101,CN1CCN(CC1)C(=O)c1cc(F)ccc1CN=C(c1nc(n(c(=O)c1O)C)C(C)(C)C)O,,,-0.468521083,,,train
54752118,N#Cc1ccc(cc1)S(=O)(=O)Nc1c(C(=N[C@H](C(C)(C)C)C)O)c(nn1c1ccc(cc1)F)C,,,-1.15490196,,,test
54752774,Cc1ccc(nn1)N1CC(C1)COc1ccc(cc1)c1noc(n1)C,,,-1.22184875,,,train
54752951,O=C1[C@@H]2[C@@H]3C=C[C@H]([C@@H]2C(=O)N1c1ccc(cc1Cl)N=C(c1ccccn1)O)C3,,,-1.387216143,,,train
54753437,CN[C@@H]1CCN(C1)c1nc(=N)[nH]c2c1oc1c2cc(cn1)Cl,,,-0.366531544,,,train
54758482,N#Cc1ncc(nc1O[C@@H](CN(C)C)C)Nc1ncc(c(c1)OC)c1cnn(c1)C,,,-0.744727495,,,test
54767916,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,-0.996539468,0.365487985,,train,train,
54769301,Fc1ccc(c(c1)F)[C@@H]1C[C@](C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1ccc(c(c1)Cl)F)C)(C)N,,,-1.366531544,,,train
54769529,Fc1ccc(c(c1)F)[C@@H]1CN(C[C@H]1C(=O)N1CCC(CC1)c1ccnn1c1ccc(c(c1)Cl)F)C(C)(C)C,,,-0.744727495,,,train
54769530,Fc1ccc(c(c1)F)[C@@H]1CN(C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1ccc(c(c1)F)F)C)C(C)(C)C,,,-0.602059991,,,train
54769531,Fc1ccc(c(c1)F)[C@@H]1CN(C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1cc(Cl)ccc1Cl)C)C(C)(C)C,,,-0.958607315,,,train
56587994,OC[C@@H]1CCCN(C1)C(=O)c1ccc(cc1)C#Cc1ccc(cc1)OC,,,-1.698970004,,,train
56589600,CCCS(=O)(=O)c1ccc(c(c1)C#Cc1cc(Cl)ccc1OCC(=O)O)F,,,-2.0,,,train
56592910,COc1ccc(c2c1nc(s2)NC(=O)c1ccncc1)C,,,-2.0,,,train
56593152,ON=C([C@](S(=O)(=O)C)(CCn1ccc(cc1=O)c1ccccc1)C)O,,,-0.853871964,,,train
56593934,CCN=C(N1N=CC2(C1)CCNCC2)NS(=O)(=O)c1cccc(c1)Cl,,,-0.468521083,,,train
56594384,OC(=O)COc1ccc(cc1C#Cc1cccnc1)Cl,,,-1.537602002,,,train
56594517,OCCS(=O)(=O)c1cccc(c1)C#Cc1cc(Cl)ccc1OCC(=O)O,,,-1.327902142,,,train
56594647,OC(=O)COc1ccc(cc1C#Cc1cc(ccc1C)S(=O)(=O)C)Cl,,,-1.769551079,,,test
56594648,OC(=O)COc1ccc(cc1C#Cc1cc(ccc1F)S(=O)(=O)C)Cl,,,-1.886056648,,,test
56594649,CCCc1ccc(cc1C#Cc1cc(Cl)ccc1OCC(=O)O)S(=O)(=O)C,,,-2.698970004,,,train
56594650,OC(=O)COc1ccc(cc1C#Cc1cc(ccc1C(C)C)S(=O)(=O)C)Cl,,,-2.522878745,,,train
56594781,OCCCS(=O)(=O)c1ccc(c(c1)C#Cc1cc(Cl)ccc1OCC(=O)O)C,,,-1.823908741,,,train
56594782,CCCS(=O)(=O)c1ccc(c(c1)C#Cc1cc(Cl)ccc1OCC(=O)O)Cl,,,-2.522878745,,,train
56594784,CCNS(=O)(=O)c1ccc(c(c1)C#Cc1cc(Cl)ccc1OCC(=O)O)C,,,-2.301029996,,,train
56594785,CC(NS(=O)(=O)c1ccc(c(c1)C#Cc1cc(Cl)ccc1OCC(=O)O)C)C,,,-2.397940009,,,test
56594904,OC(=O)COc1ccc(cc1C#Cc1cc(ccc1C)S(=O)(=O)N(C(C)C)C)Cl,,,-2.698970004,,,train
56595047,OC(=O)COc1ccc(cc1C#Cc1cncc(c1)S(=O)(=O)N(C)C)Cl,,,-1.48148606,,,test
56603823,COC1=CC(OC)=C(C=C1NC(=O)CCC(O)=O)S(=O)(=O)NCC1=CC=CC=C1N1CCC(COC(=O)CCC(O)=O)CC1,,,-0.821023053,,,train
56640146,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,-0.166579661,0.328379603,,train,train,
56642133,CC1=CC(=C2C=C(C=CC2=N1)OC)N1CC(CNC(=O)C2CC2)OC1=O,,,-0.489857301,,,train
56643412,O=C(N(C1CCN(CC1)Cc1ccc(cc1)C(F)(F)F)C)Cc1ccc(cc1)n1cnnn1,,,-1.119186408,,,train
56643450,COc1ccc2c(n1)c([C@H](CN1CCC(CC1)NCc1ncc3c(c1)OCCO3)O)c(cn2)F,,,-0.512861625,,,test
56643478,NCc1csc(n1)N=C(c1cc(nn1Cc1ccccc1)C(C)(C)C)O,,,-1.22184875,,,train
56644424,CN1C2N=C(N=C(C=2N=C1OC1CN(C1)C1CCS(=O)(=O)CC1)N1CCOCC1)N1C(=NC2=CC=CC=C12)C(C)C,,,-0.657774771,,,train
56649450,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,-0.881310214,0.211806811,,train,train,
56649677,CCS(=O)(=O)C1=CC2NC(=NC=2C=C1)C1C=C(C=CC=1)C1C=CC=CC=1,,,-2.958607315,,,train
56649692,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,-0.753501419,-0.537602002,,train,train,
56659408,CC(C)N(CCNCCC1C=CC(O)=C2NC(=O)SC=12)C(=O)CCOCCC1C=CC=CC=1,,,-1.552841969,,,train
56662035,O=C1COC2C=CC(=CC=2N1CCN1CCC(CC1)NCC1C=CC2OCC(=O)NC=2N=1)C1=CC=CO1,,,-2.22184875,,,train
56662691,CN(C)CCN1CCN(CC1)C1C=C(C2=CC=CC=C2N=1)C(=O)NCC1CCC(CNC(=O)OC(C)(C)C)CC1,,,-1.217527376,,,train
56662692,CN(C)CCC1CCN(CC1)C1C=C(C2=CC=CC=C2N=1)C(=O)NCC1CCC(CNC(=O)OC(C)(C)C)CC1,,,-1.474955193,,,test
56662793,O=C(N1CCN2[C@@H](C1)C(=O)N(C2=O)[C@H]1C[C@@H]1c1ccccc1)Nc1ccnn1c1ccccc1,,,-0.769551079,,,train
56666341,CCCN(CCNCCC1C=CC(O)=C2NC(=O)SC=12)C(=O)CCOCCC1C=CC=CC=1,,,-1.217527376,,,train
56668190,CC1=CC=CC=C1CC(NC(=O)C(N)CC1C=CC(=CC=1)OC)C(N)=O,,,-0.443818153,,,train
56668950,CN(C)S(=O)(=O)C1=CC2=C(C=C1)OCC(=O)N2CCN1CCC(CC1)NCC1C=CC2OCC(=O)NC=2N=1,,,-1.032452024,,,train
56669554,CC(C)(C)OC(=O)NCC1CCC(CNC(=O)C2=CC(=NC3=CC=CC=C23)N2CCC(CCN3CC(O)C3)CC2)CC1,,,-1.522878745,,,train
56670621,CCCSC1=NC(NC2CC2C2C=CC=CC=2)=C2N=NN(C3CC(CO)C(O)C3O)C2=N1,,,-2.113509275,,,test
56673074,CN(C)CCC1CCN(CC1)C1C=C(C2=CC=CC=C2N=1)C(=O)NCC1CCC(CNC(=O)OC2CCOCC2)CC1,,,-0.745935547,,,train
56673075,CN(C)CCC1CCN(CC1)C1C=C(C2=CC=CC=C2N=1)C(=O)NCC1CCC(CNC(=O)OCC(C)(C)C)CC1,,,-1.8569852,,,train
56673241,CCN(CCNCCC1C=CC(O)=C2NC(=O)SC=12)C(=O)CCOCCC1C=CC=CC=1,,,-1.2644011,,,test
56676509,OC(=Nc1ccccc1c1ccccc1)N1CCN2[C@@H](C1)C(=O)N(C2=O)[C@H]1C[C@@H]1c1ccccc1,,,-1.356547324,,,train
56677275,OCCN1CC2OC(C1)CN(C2)c1ccc(c(c1)OC)Nc1ncc(c(n1)c1cnc2n1cccc2)Cl,,,-1.301029996,,,train
56679719,CC(C)(C)OC(=O)NCC1CCC(CNC(=O)C2=CC(=NC3=CC=CC=C23)N2CCC(CCO)CC2)CC1,,,-2.15490196,,,train
56682216,OC(=NCC1(CCCC1)N1CCOCC1)N1CCC(CC1)c1onc(n1)c1ccc2c(n1)cccc2,,,-0.014573526,,,test
56682553,OC(=NC1CCCCC1)N1CCC(CC1)c1onc(n1)c1ccc2c(n1)cccc2,,,-2.301029996,,,train
56683157,OC(=Nc1c(Cl)cc(cc1Cl)S(=O)(=O)C)N1CCN2[C@@H](C1)C(=O)N(C2=O)[C@H]1C[C@@H]1c1ccccc1,,,-2.15490196,,,train
56688330,COC(=O)C(N=C(C(c1ccc(cc1)CC(C)C)C)O)C,,,-0.193820026,,,train
56834574,CC1=CC(=O)N(CCN2CCC(CC2)NCC2=CC3OCCOC=3C=N2)C2C=C(C=CC1=2)OC,,,-0.942714356,,,train
56834575,CC1=NC(=O)N(CCN2CCC(CC2)NCC2=CC3OCCOC=3C=N2)C2C=C(C=CC1=2)OC,,,-0.394264106,,,train
56834577,COC1N=C2C(=CN=1)C=CC(=O)N2CCN1CCC(CC1)NCC1=CC2OCCOC=2C=N1,,,-0.559878397,,,train
56834578,COC1C=C2C(=CN=1)C=CC(=O)N2CCN1CCC(CC1)NCC1=CC2OCCOC=2C=N1,,,-0.779107751,,,train
56834579,COC1C=CC2N=NC(=O)N(CCN3CCC(CC3)NCC3C=CC4OCC(=O)NC=4N=3)C=2C=1,,,-0.353890478,,,train
56834944,N#CCCN1CC([C@H](C1=O)Oc1ccc(c(c1)C(F)(F)F)C#N)(C)C,,,-0.645891561,,,train
56835088,O=S1(=O)CCC(CC1)Oc1ccc2c(c1)CCC1(O2)CCN(CC1)C1CCC1,,,-0.638272164,,,train
56835090,C[C@@H]1CCCN1CCCOc1ccc(cc1)C1=NN=C(C(C1)(C)C)O,,,-0.13076828,,,train
56835139,OC(=Nc1nccc(c1)c1cc2c([nH]1)C1(CCNCC1)CN=C2O)c1ccc2c(c1)cccc2,,,-2.522878745,,,train
56835140,CN1CCC2(CC1)CN=C(c1c2[nH]c(c1)c1ccnc(c1)N=C(c1ccc2c(c1)cccc2)O)O,,,-2.301029996,,,train
56835159,OC(=Nc1nccc(c1)c1cc2c([nH]1)C1(CCNCC1)CN=C2O)c1cccc(c1)OC(F)(F)F,,,-1.37675071,,,train
56835160,CN1CCC2(CC1)CN=C(c1c2[nH]c(c1)c1ccnc(c1)N=C(c1cccc(c1)OC(F)(F)F)O)O,,,-1.568636236,,,test
56840969,COC1C=CC2CN(C)CCC3=CC(O)CC4OC=1C=2C34,,,-0.081576461,,,train
56841046,COC(=O)C[C@@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,-0.750557039,0.255272505,,train,train,
56841052,C#C[C@@]1(O)[C@@H](CO)O[C@H](n2ccc(N)nc2=O)[C@@H]1O,-1.017728767,0.041392685,,train,train,
56841128,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,-0.885389016,1.158362492,,train,train,
56841156,CCOc1ccc(Cc2cc(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,-0.744727495,0.230448921,,train,train,
56929216,O[C@@H]1CCC[C@H](C1)n1c(C)nc2c1c1ccnc1[nH]c2,,,-0.22184875,,,train
56934415,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1[C@@H]3CC[C@H]1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,-1.097997109,-0.301029996,,train,train,
56934550,N#Cc1cc(F)c(c(c1)Cl)C(=Nc1ccnc(c1)N=C([C@H]1C[C@H]1F)O)O,,,-0.872895202,,,train
56944144,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,,1.449368186,,,train,
56944164,Fc1cc(F)cc(c1)[C@]1(C)CNC2(C(=O)N1CC(=Nc1cnc3c(c1)C[C@@]1(C3)C(=Nc3c1cccn3)O)O)CCCC2,,,-0.455931956,,,train
56946209,CON=C([C@@H]1[C@@H](c2ccccc2)[C@]2([C@]([C@@H]1O)(O)c1c(O2)cc(cc1OC)OC)c1ccc(cc1)OC)O,,,-0.744727495,,,train
56949326,OC(=O)/C=C/c1ccc(cc1)NC(=O)C1(CCC1)N=C(c1ccc2c(c1)n(C)c(c2C1CCCC1)c1ccccn1)O,,,-2.096910013,,,train
56949966,C[C@@H](C(C)(C)C)N=C(c1c(C)nn(c1NS(=O)(=O)c1ccc(cc1)C1CC1)C1CCOCC1)O,,,-1.124938737,,,train
56951368,CN=C(OCC[C@H]1C[C@@H]1c1cncc(c1)OC[C@@H]1CCN1)O,,,-0.038104526,,,train
56953730,C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N1CCNCC1,,,-1.397940009,,,train
56954305,C=CC(=Nc1ccc(cn1)S(=O)(=O)N1CCN(CC1)C(=O)C1CC1)O,,,-0.017728767,,,train
56959087,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,0.255272505,1.346352974,,train,train,
56964577,Cc1cccc(c1)C(c1ccccc1)(c1ccccc1)CC[C@H](C(=O)O)N,,,-2.698970004,,,train
56964907,ON=C([C@](S(=O)(=O)C)(CCn1ccc(cc1=O)c1ccc(cc1F)OC)C)O,,,-0.508638306,,,train
56965901,OC(=Nc1ncc(s1)c1cc(nn1c1c(Cl)cccc1Cl)C(F)F)C(C)C,,,-1.537602002,,,train
57311173,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,-0.991399828,-0.568636236,,train,train,
57325398,O=N(=O)c1ccc(o1)C1=NOC(C1)c1ccc(cc1)N1CCOCC1,,,-1.420216403,,,train
57325589,Cc1cccc(c1)C(c1ccccc1)(c1ccccc1)CC[C@@H](C(=O)O)N,,,-2.698970004,,,train
57327016,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,-0.780939668,0.86332286,,train,train,
57330141,N#Cc1ccc(cc1)c1ccc(o1)C1=NOC(N1c1ccc(cc1)N1CCNCC1)c1ccccc1c1cncnc1,,,-1.455931956,,,train
57330203,O=C1COC2(CN1C1CC1)CCN(CC2)S(=O)(=O)C1C=CC(=CC=1)C1=CC2C=CN=CC=2C=C1,,,-2.744727495,,,test
57335019,OC(=O)[C@@](CCc1ccc(c(c1)F)c1nc2c(s1)nc(cc2)C1(CC1)c1ccccc1)(N)C,,,-1.431798276,,,train
57340959,CCCNc1nc(NCCC)nc(N(C)OC)n1,-0.146301788,0.336459734,,train,train,
57343797,OC(=NCc1cc(=O)c(cn1O)O)NC[C@@H]1[C@H](N=C(/C(=N\OC(C(=O)O)(C)C)/c2csc(=N)[nH]2)O)C(=O)N1S(=O)(=O)O,,,0.0,,,train
57345400,OC(=N)C[C@@H]1N=C(c2ccc(cc2)Cl)c2c(c3c1onc3C)sc(c2C)C,,,-2.22184875,,,train
57345538,OCc1cc2nnc(n2c2c1ccc(c2)c1ccc[nH]1)O,,,-0.023191663,,,train
57379345,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,-0.323959957,1.781242327,,train,train,
57384005,CON=C(N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)cc(nc1C)Cl)O)C)Cc1ccsc1)O,,,-0.37675071,,,train
57384006,COCCON=C(N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)cc(nc1C)Cl)O)C)Cc1ccsc1)O,,,-0.366531544,,,test
57384039,N#Cc1cnn2c1nc(cc2NC1CC1)n1ccc2c1cc(cc2)N=C(O)C,,,-2.0,,,train
57384040,CC(=O)NC1=CC2=C(CCN2C2C=C(NC3CC3)N3N=CC(C#N)=C3N=2)C=C1,,,-1.600326279,,,test
57384257,O=C(Nc1ccc(cc1)Sc1nc(=Nc2n[nH]c(c2)C)c2n([nH]1)ccc2)CN1CC[C@H](C1)C(=O)N1CCC(C1)(F)F,,,-2.0,,,train
57384510,O=C(Nc1ccc(cc1)Sc1nc(=Nc2n[nH]c(c2)C)c2n([nH]1)ccc2)CN1CC[C@H](C1)C(=NC1CCCC1)O,,,-2.0,,,train
57384535,Nc1ncc(cc1c1ccc(c(c1)C(F)(F)F)C)c1ccc(cc1)S(=O)(=O)C,,,-1.508638306,,,train
57384536,Nc1ncc(cc1c1ccc(c(c1)F)C(F)(F)F)c1ccc(cc1)S(=O)(=O)C,,,-1.283996656,,,train
57384537,Nc1ncc(cc1c1ccc(c2c1cccn2)C)c1ccc(cc1)S(=O)(=O)C,,,-1.251811973,,,train
57384750,COc1ncnc(c1)N1C(=O)N(C(=O)C21CCN(CC2)Cc1ncccc1C)c1ccc(nc1)c1ccc(cc1C)C(=O)O,,,-1.886056648,,,train
57385371,CC1=NC2(N=C1N)C1C=C(C=CC=1CC12CCC(CC1)OC)C1C=C(C=C(Cl)C=1)C#N,,,-1.679853714,,,train
57385877,CC1=NC2(N=C1N)C1C=C(C=CC=1CC12CCC(CC1)OC)OCC(C)C,,,-0.697236292,,,train
57387166,CC1=NC2(N=C1N)C1C=C(C=CC=1CC12CCC(CC1)OC)C1C=C(C=NC=1)C#CCC,,,-1.416801226,,,train
57387775,OC(=O)c1ccc(c(c1)C)c1ccc(cn1)N1C(=O)N(C2(C1=O)CCN(CC2)Cc1ncccc1C)c1nccnc1,,,-1.0,,,test
57390665,O=C([C@](c1ccccc1)(N1CCCCC1)C)O[C@H]1C[N+]2(CCCc3ccncc3)CCC1CC2,,,-0.15490196,,,train
57390666,O=C([C@](c1ccccc1)(N1CCCCC1)C)O[C@H]1C[N+]2(CCCc3ccc4c(c3)scn4)CCC1CC2,,,-1.356547324,,,train
57390700,COC1C=C(OC)C(=CC=1S(=O)(=O)N1C(C)CCC2=CC=CC=C12)NC(=O)CSCC(O)=O,,,-0.898596649,,,train
